nm    	Abs   
300.00 	0.534 
299.00 	0.518 
298.00 	0.503 
297.00 	0.488 
296.00 	0.474 
295.00 	0.462 
294.00 	0.452 
293.00 	0.440 
292.00 	0.432 
291.00 	0.425 
290.00 	0.419 
289.00 	0.414 
288.00 	0.410 
287.00 	0.407 
286.00 	0.405 
285.00 	0.404 
284.00 	0.406 
283.00 	0.408 
282.00 	0.412 
281.00 	0.416 
280.00 	0.423 
279.00 	0.430 
278.00 	0.437 
277.00 	0.446 
276.00 	0.455 
275.00 	0.465 
274.00 	0.476 
273.00 	0.489 
272.00 	0.502 
271.00 	0.518 
270.00 	0.534 
269.00 	0.551 
268.00 	0.570 
267.00 	0.592 
266.00 	0.614 
265.00 	0.640 
264.00 	0.669 
263.00 	0.703 
262.00 	0.739 
261.00 	0.779 
260.00 	0.817 
259.00 	0.853 
258.00 	0.880 
257.00 	0.902 
256.00 	0.916 
255.00 	0.922 
254.00 	0.927 
253.00 	0.925 
252.00 	0.925 
251.00 	0.920 
250.00 	0.919 
249.00 	0.916 
248.00 	0.912 
247.00 	0.906 
246.00 	0.903 
245.00 	0.893 
244.00 	0.890 
243.00 	0.879 
242.00 	0.875 
241.00 	0.866 
240.00 	0.861 
239.00 	0.852 
238.00 	0.844 
237.00 	0.831 
236.00 	0.823 
235.00 	0.809 
234.00 	0.801 
233.00 	0.788 
232.00 	0.778 
231.00 	0.768 
230.00 	0.756 
229.00 	0.746 
228.00 	0.733 
227.00 	0.720 
226.00 	0.707 
225.00 	0.695 
224.00 	0.681 
223.00 	0.671 
222.00 	0.656 
221.00 	0.645 
220.00 	0.632 
219.00 	0.621 
218.00 	0.605 
217.00 	0.592 
216.00 	0.570 
215.00 	0.551 
214.00 	0.522 
213.00 	0.498 
212.00 	0.464 
211.00 	0.430 
210.00 	0.387 
209.00 	0.332 
208.00 	0.263 
207.00 	0.171 
206.00 	0.048 
205.00 	-0.100 
204.00 	-0.267 
203.00 	-0.469 
202.00 	-0.713 
201.00 	-0.971 
200.00 	-1.222 
199.00 	-1.423 
198.00 	-1.466 
197.00 	-1.461 
196.00 	-1.365 
195.00 	-1.263 
194.00 	-1.146 
193.00 	-0.989 
192.00 	-0.814 
191.00 	-0.632 
190.00 	-0.407 
