nm    	Abs   
300.00 	0.225 
299.00 	0.233 
298.00 	0.242 
297.00 	0.248 
296.00 	0.255 
295.00 	0.260 
294.00 	0.266 
293.00 	0.270 
292.00 	0.274 
291.00 	0.276 
290.00 	0.277 
289.00 	0.277 
288.00 	0.276 
287.00 	0.275 
286.00 	0.275 
285.00 	0.274 
284.00 	0.274 
283.00 	0.275 
282.00 	0.278 
281.00 	0.282 
280.00 	0.284 
279.00 	0.281 
278.00 	0.276 
277.00 	0.271 
276.00 	0.270 
275.00 	0.273 
274.00 	0.274 
273.00 	0.274 
272.00 	0.272 
271.00 	0.273 
270.00 	0.274 
269.00 	0.278 
268.00 	0.280 
267.00 	0.283 
266.00 	0.285 
265.00 	0.288 
264.00 	0.291 
263.00 	0.294 
262.00 	0.297 
261.00 	0.299 
260.00 	0.303 
259.00 	0.307 
258.00 	0.311 
257.00 	0.316 
256.00 	0.323 
255.00 	0.329 
254.00 	0.338 
253.00 	0.347 
252.00 	0.357 
251.00 	0.367 
250.00 	0.378 
249.00 	0.389 
248.00 	0.399 
247.00 	0.409 
246.00 	0.417 
245.00 	0.425 
244.00 	0.431 
243.00 	0.435 
242.00 	0.438 
241.00 	0.439 
240.00 	0.437 
239.00 	0.434 
238.00 	0.428 
237.00 	0.420 
236.00 	0.411 
235.00 	0.402 
234.00 	0.392 
233.00 	0.380 
232.00 	0.368 
231.00 	0.356 
230.00 	0.345 
229.00 	0.335 
228.00 	0.328 
227.00 	0.324 
226.00 	0.324 
225.00 	0.329 
224.00 	0.340 
223.00 	0.361 
222.00 	0.392 
221.00 	0.434 
220.00 	0.487 
219.00 	0.552 
218.00 	0.627 
217.00 	0.713 
216.00 	0.803 
215.00 	0.898 
214.00 	0.987 
213.00 	1.068 
212.00 	1.125 
211.00 	1.159 
210.00 	1.162 
209.00 	1.148 
208.00 	1.109 
207.00 	1.041 
206.00 	0.940 
205.00 	0.819 
204.00 	0.662 
203.00 	0.472 
202.00 	0.231 
201.00 	-0.032 
200.00 	-0.318 
199.00 	-0.538 
198.00 	-0.654 
197.00 	-0.643 
196.00 	-0.584 
195.00 	-0.436 
194.00 	-0.323 
193.00 	-0.196 
192.00 	-0.114 
191.00 	-0.004 
190.00 	0.089 
