nm    	Abs   
500.00 	0.089 
499.00 	0.089 
498.00 	0.089 
497.00 	0.090 
496.00 	0.090 
495.00 	0.090 
494.00 	0.090 
493.00 	0.090 
492.00 	0.091 
491.00 	0.091 
490.00 	0.091 
489.00 	0.091 
488.00 	0.092 
487.00 	0.091 
486.00 	0.091 
485.00 	0.093 
484.00 	0.093 
483.00 	0.092 
482.00 	0.093 
481.00 	0.094 
480.00 	0.094 
479.00 	0.094 
478.00 	0.095 
477.00 	0.095 
476.00 	0.095 
475.00 	0.096 
474.00 	0.097 
473.00 	0.096 
472.00 	0.098 
471.00 	0.098 
470.00 	0.099 
469.00 	0.099 
468.00 	0.101 
467.00 	0.101 
466.00 	0.101 
465.00 	0.102 
464.00 	0.103 
463.00 	0.104 
462.00 	0.105 
461.00 	0.106 
460.00 	0.107 
459.00 	0.108 
458.00 	0.110 
457.00 	0.111 
456.00 	0.112 
455.00 	0.113 
454.00 	0.115 
453.00 	0.116 
452.00 	0.117 
451.00 	0.118 
450.00 	0.119 
449.00 	0.120 
448.00 	0.121 
447.00 	0.122 
446.00 	0.123 
445.00 	0.123 
444.00 	0.123 
443.00 	0.124 
442.00 	0.125 
441.00 	0.125 
440.00 	0.126 
439.00 	0.127 
438.00 	0.128 
437.00 	0.129 
436.00 	0.130 
435.00 	0.131 
434.00 	0.131 
433.00 	0.132 
432.00 	0.133 
431.00 	0.134 
430.00 	0.135 
429.00 	0.137 
428.00 	0.138 
427.00 	0.140 
426.00 	0.141 
425.00 	0.144 
424.00 	0.145 
423.00 	0.147 
422.00 	0.149 
421.00 	0.151 
420.00 	0.154 
419.00 	0.156 
418.00 	0.159 
417.00 	0.163 
416.00 	0.166 
415.00 	0.169 
414.00 	0.173 
413.00 	0.177 
412.00 	0.181 
411.00 	0.187 
410.00 	0.191 
409.00 	0.197 
408.00 	0.202 
407.00 	0.209 
406.00 	0.215 
405.00 	0.221 
404.00 	0.229 
403.00 	0.236 
402.00 	0.244 
401.00 	0.252 
400.00 	0.261 
399.00 	0.269 
398.00 	0.278 
397.00 	0.289 
396.00 	0.299 
395.00 	0.309 
394.00 	0.320 
393.00 	0.332 
392.00 	0.344 
391.00 	0.356 
390.00 	0.370 
389.00 	0.383 
388.00 	0.397 
387.00 	0.410 
386.00 	0.425 
385.00 	0.440 
384.00 	0.454 
383.00 	0.469 
382.00 	0.485 
381.00 	0.500 
380.00 	0.515 
379.00 	0.531 
378.00 	0.546 
377.00 	0.559 
376.00 	0.573 
375.00 	0.587 
374.00 	0.601 
373.00 	0.614 
372.00 	0.628 
371.00 	0.641 
370.00 	0.652 
369.00 	0.665 
368.00 	0.676 
367.00 	0.687 
366.00 	0.698 
365.00 	0.709 
364.00 	0.719 
363.00 	0.731 
362.00 	0.737 
361.00 	0.743 
360.00 	0.750 
359.00 	0.757 
358.00 	0.763 
357.00 	0.769 
356.00 	0.773 
355.00 	0.780 
354.00 	0.784 
353.00 	0.787 
352.00 	0.791 
351.00 	0.795 
350.00 	0.798 
349.00 	0.799 
348.00 	0.801 
347.00 	0.801 
346.00 	0.801 
345.00 	0.800 
344.00 	0.800 
343.00 	0.797 
342.00 	0.795 
341.00 	0.790 
340.00 	0.786 
339.00 	0.780 
338.00 	0.775 
337.00 	0.768 
336.00 	0.761 
335.00 	0.754 
334.00 	0.746 
333.00 	0.738 
332.00 	0.729 
331.00 	0.719 
330.00 	0.707 
329.00 	0.694 
328.00 	0.681 
327.00 	0.668 
326.00 	0.657 
325.00 	0.642 
324.00 	0.627 
323.00 	0.611 
322.00 	0.595 
321.00 	0.578 
320.00 	0.562 
