nm    	Abs   
500.00 	0.092 
499.00 	0.092 
498.00 	0.092 
497.00 	0.093 
496.00 	0.094 
495.00 	0.094 
494.00 	0.093 
493.00 	0.093 
492.00 	0.094 
491.00 	0.094 
490.00 	0.094 
489.00 	0.095 
488.00 	0.096 
487.00 	0.095 
486.00 	0.095 
485.00 	0.096 
484.00 	0.096 
483.00 	0.096 
482.00 	0.098 
481.00 	0.098 
480.00 	0.097 
479.00 	0.097 
478.00 	0.099 
477.00 	0.099 
476.00 	0.099 
475.00 	0.100 
474.00 	0.100 
473.00 	0.100 
472.00 	0.100 
471.00 	0.101 
470.00 	0.102 
469.00 	0.102 
468.00 	0.103 
467.00 	0.104 
466.00 	0.103 
465.00 	0.104 
464.00 	0.106 
463.00 	0.107 
462.00 	0.108 
461.00 	0.109 
460.00 	0.110 
459.00 	0.110 
458.00 	0.111 
457.00 	0.113 
456.00 	0.115 
455.00 	0.115 
454.00 	0.117 
453.00 	0.118 
452.00 	0.118 
451.00 	0.119 
450.00 	0.121 
449.00 	0.122 
448.00 	0.122 
447.00 	0.122 
446.00 	0.124 
445.00 	0.123 
444.00 	0.124 
443.00 	0.125 
442.00 	0.126 
441.00 	0.126 
440.00 	0.126 
439.00 	0.127 
438.00 	0.127 
437.00 	0.128 
436.00 	0.130 
435.00 	0.130 
434.00 	0.130 
433.00 	0.130 
432.00 	0.131 
431.00 	0.132 
430.00 	0.132 
429.00 	0.134 
428.00 	0.135 
427.00 	0.134 
426.00 	0.135 
425.00 	0.137 
424.00 	0.137 
423.00 	0.138 
422.00 	0.139 
421.00 	0.139 
420.00 	0.140 
419.00 	0.141 
418.00 	0.142 
417.00 	0.144 
416.00 	0.143 
415.00 	0.144 
414.00 	0.147 
413.00 	0.147 
412.00 	0.149 
411.00 	0.151 
410.00 	0.152 
409.00 	0.153 
408.00 	0.155 
407.00 	0.158 
406.00 	0.161 
405.00 	0.164 
404.00 	0.168 
403.00 	0.172 
402.00 	0.175 
401.00 	0.181 
400.00 	0.186 
399.00 	0.192 
