nm    	Abs   
300.00 	0.746 
299.00 	0.718 
298.00 	0.691 
297.00 	0.665 
296.00 	0.642 
295.00 	0.620 
294.00 	0.601 
293.00 	0.584 
292.00 	0.568 
291.00 	0.554 
290.00 	0.543 
289.00 	0.533 
288.00 	0.525 
287.00 	0.520 
286.00 	0.516 
285.00 	0.515 
284.00 	0.515 
283.00 	0.517 
282.00 	0.521 
281.00 	0.527 
280.00 	0.534 
279.00 	0.544 
278.00 	0.554 
277.00 	0.567 
276.00 	0.580 
275.00 	0.594 
274.00 	0.609 
273.00 	0.627 
272.00 	0.648 
271.00 	0.671 
270.00 	0.698 
269.00 	0.726 
268.00 	0.756 
267.00 	0.790 
266.00 	0.829 
265.00 	0.872 
264.00 	0.923 
263.00 	0.982 
262.00 	1.050 
261.00 	1.127 
260.00 	1.205 
259.00 	1.283 
258.00 	1.356 
257.00 	1.411 
256.00 	1.448 
255.00 	1.475 
254.00 	1.486 
253.00 	1.491 
252.00 	1.495 
251.00 	1.497 
250.00 	1.491 
249.00 	1.490 
248.00 	1.487 
247.00 	1.479 
246.00 	1.471 
245.00 	1.469 
244.00 	1.464 
243.00 	1.454 
242.00 	1.448 
241.00 	1.441 
240.00 	1.432 
239.00 	1.424 
238.00 	1.416 
237.00 	1.407 
236.00 	1.400 
235.00 	1.394 
234.00 	1.383 
233.00 	1.375 
232.00 	1.366 
231.00 	1.354 
230.00 	1.346 
229.00 	1.337 
228.00 	1.325 
227.00 	1.314 
226.00 	1.307 
225.00 	1.293 
224.00 	1.279 
223.00 	1.273 
222.00 	1.262 
221.00 	1.246 
220.00 	1.238 
219.00 	1.225 
218.00 	1.209 
217.00 	1.190 
216.00 	1.178 
215.00 	1.155 
214.00 	1.130 
213.00 	1.103 
212.00 	1.070 
211.00 	1.027 
210.00 	0.977 
209.00 	0.922 
208.00 	0.846 
207.00 	0.755 
206.00 	0.641 
205.00 	0.505 
204.00 	0.336 
203.00 	0.133 
202.00 	-0.116 
201.00 	-0.398 
200.00 	-0.651 
199.00 	-0.836 
198.00 	-0.945 
197.00 	-0.909 
196.00 	-0.837 
195.00 	-0.721 
194.00 	-0.613 
193.00 	-0.480 
192.00 	-0.318 
191.00 	-0.159 
190.00 	0.028 
