nm    	Abs   
500.00 	0.091 
499.00 	0.092 
498.00 	0.091 
497.00 	0.092 
496.00 	0.093 
495.00 	0.093 
494.00 	0.093 
493.00 	0.094 
492.00 	0.094 
491.00 	0.094 
490.00 	0.095 
489.00 	0.095 
488.00 	0.096 
487.00 	0.095 
486.00 	0.095 
485.00 	0.096 
484.00 	0.096 
483.00 	0.096 
482.00 	0.097 
481.00 	0.098 
480.00 	0.098 
479.00 	0.098 
478.00 	0.100 
477.00 	0.100 
476.00 	0.100 
475.00 	0.101 
474.00 	0.102 
473.00 	0.101 
472.00 	0.102 
471.00 	0.103 
470.00 	0.103 
469.00 	0.104 
468.00 	0.105 
467.00 	0.106 
466.00 	0.106 
465.00 	0.107 
464.00 	0.108 
463.00 	0.109 
462.00 	0.110 
461.00 	0.111 
460.00 	0.112 
459.00 	0.114 
458.00 	0.115 
457.00 	0.116 
456.00 	0.117 
455.00 	0.118 
454.00 	0.119 
453.00 	0.121 
452.00 	0.122 
451.00 	0.123 
450.00 	0.124 
449.00 	0.125 
448.00 	0.126 
447.00 	0.127 
446.00 	0.128 
445.00 	0.129 
444.00 	0.129 
443.00 	0.130 
442.00 	0.130 
441.00 	0.130 
440.00 	0.131 
439.00 	0.132 
438.00 	0.133 
437.00 	0.134 
436.00 	0.135 
435.00 	0.136 
434.00 	0.136 
433.00 	0.138 
432.00 	0.139 
431.00 	0.140 
430.00 	0.141 
429.00 	0.142 
428.00 	0.143 
427.00 	0.145 
426.00 	0.147 
425.00 	0.149 
424.00 	0.150 
423.00 	0.152 
422.00 	0.155 
421.00 	0.157 
420.00 	0.160 
419.00 	0.162 
418.00 	0.165 
417.00 	0.169 
416.00 	0.172 
415.00 	0.176 
414.00 	0.180 
413.00 	0.183 
412.00 	0.188 
411.00 	0.193 
410.00 	0.197 
409.00 	0.204 
408.00 	0.209 
407.00 	0.215 
406.00 	0.222 
405.00 	0.228 
404.00 	0.236 
403.00 	0.243 
402.00 	0.250 
401.00 	0.259 
400.00 	0.266 
399.00 	0.275 
398.00 	0.285 
397.00 	0.294 
396.00 	0.304 
395.00 	0.314 
394.00 	0.325 
393.00 	0.337 
392.00 	0.348 
391.00 	0.361 
390.00 	0.373 
389.00 	0.386 
388.00 	0.399 
387.00 	0.412 
386.00 	0.426 
385.00 	0.440 
384.00 	0.453 
383.00 	0.468 
382.00 	0.483 
381.00 	0.498 
380.00 	0.512 
379.00 	0.527 
378.00 	0.541 
377.00 	0.554 
376.00 	0.567 
375.00 	0.581 
374.00 	0.592 
373.00 	0.606 
372.00 	0.618 
371.00 	0.631 
370.00 	0.641 
369.00 	0.654 
368.00 	0.665 
367.00 	0.675 
366.00 	0.685 
365.00 	0.696 
364.00 	0.705 
363.00 	0.714 
362.00 	0.723 
361.00 	0.723 
360.00 	0.731 
359.00 	0.736 
358.00 	0.742 
357.00 	0.747 
356.00 	0.753 
355.00 	0.758 
354.00 	0.764 
353.00 	0.768 
352.00 	0.771 
351.00 	0.774 
350.00 	0.777 
349.00 	0.778 
348.00 	0.780 
347.00 	0.780 
346.00 	0.780 
345.00 	0.779 
344.00 	0.779 
343.00 	0.777 
342.00 	0.774 
341.00 	0.772 
340.00 	0.768 
339.00 	0.762 
338.00 	0.757 
337.00 	0.751 
336.00 	0.744 
335.00 	0.738 
334.00 	0.730 
333.00 	0.722 
332.00 	0.713 
331.00 	0.703 
330.00 	0.693 
329.00 	0.682 
328.00 	0.670 
327.00 	0.658 
326.00 	0.645 
325.00 	0.632 
324.00 	0.617 
323.00 	0.603 
322.00 	0.588 
321.00 	0.571 
320.00 	0.556 
319.00 	0.541 
318.00 	0.526 
317.00 	0.510 
316.00 	0.496 
315.00 	0.481 
314.00 	0.465 
313.00 	0.450 
312.00 	0.436 
311.00 	0.421 
310.00 	0.407 
309.00 	0.394 
308.00 	0.382 
307.00 	0.369 
306.00 	0.358 
305.00 	0.348 
304.00 	0.338 
303.00 	0.328 
302.00 	0.319 
301.00 	0.311 
300.00 	0.302 
299.00 	0.294 
298.00 	0.288 
297.00 	0.281 
296.00 	0.276 
295.00 	0.271 
294.00 	0.267 
293.00 	0.262 
292.00 	0.258 
291.00 	0.255 
290.00 	0.252 
289.00 	0.250 
288.00 	0.248 
287.00 	0.247 
286.00 	0.245 
285.00 	0.243 
284.00 	0.244 
283.00 	0.244 
282.00 	0.245 
281.00 	0.247 
280.00 	0.250 
279.00 	0.252 
278.00 	0.254 
277.00 	0.257 
276.00 	0.261 
275.00 	0.263 
274.00 	0.268 
273.00 	0.273 
272.00 	0.279 
271.00 	0.286 
270.00 	0.293 
269.00 	0.301 
268.00 	0.309 
267.00 	0.319 
266.00 	0.331 
265.00 	0.344 
264.00 	0.359 
263.00 	0.379 
262.00 	0.402 
261.00 	0.430 
260.00 	0.463 
259.00 	0.501 
258.00 	0.543 
257.00 	0.590 
256.00 	0.638 
255.00 	0.683 
254.00 	0.725 
253.00 	0.763 
252.00 	0.796 
251.00 	0.820 
250.00 	0.841 
249.00 	0.855 
248.00 	0.865 
247.00 	0.873 
246.00 	0.879 
245.00 	0.878 
244.00 	0.878 
243.00 	0.876 
242.00 	0.874 
241.00 	0.868 
240.00 	0.863 
239.00 	0.859 
238.00 	0.850 
237.00 	0.843 
236.00 	0.837 
235.00 	0.829 
234.00 	0.822 
233.00 	0.815 
232.00 	0.808 
231.00 	0.800 
230.00 	0.795 
229.00 	0.789 
228.00 	0.780 
227.00 	0.771 
226.00 	0.765 
225.00 	0.757 
224.00 	0.749 
223.00 	0.741 
222.00 	0.732 
221.00 	0.721 
220.00 	0.712 
219.00 	0.702 
218.00 	0.687 
217.00 	0.672 
216.00 	0.653 
215.00 	0.629 
214.00 	0.603 
213.00 	0.574 
212.00 	0.540 
211.00 	0.500 
210.00 	0.453 
209.00 	0.393 
208.00 	0.316 
207.00 	0.220 
206.00 	0.093 
205.00 	-0.064 
204.00 	-0.236 
203.00 	-0.449 
202.00 	-0.703 
201.00 	-0.959 
200.00 	-1.197 
199.00 	-1.372 
198.00 	-1.441 
197.00 	-1.419 
196.00 	-1.324 
195.00 	-1.247 
194.00 	-1.099 
193.00 	-0.950 
192.00 	-0.779 
191.00 	-0.609 
190.00 	-0.391 
