nm    	Abs   
500.00 	0.124 
499.00 	0.124 
498.00 	0.124 
497.00 	0.124 
496.00 	0.125 
495.00 	0.125 
494.00 	0.126 
493.00 	0.127 
492.00 	0.126 
491.00 	0.127 
490.00 	0.127 
489.00 	0.127 
488.00 	0.127 
487.00 	0.128 
486.00 	0.129 
485.00 	0.130 
484.00 	0.130 
483.00 	0.130 
482.00 	0.130 
481.00 	0.130 
480.00 	0.131 
479.00 	0.132 
478.00 	0.132 
477.00 	0.133 
476.00 	0.133 
475.00 	0.134 
474.00 	0.134 
473.00 	0.134 
472.00 	0.134 
471.00 	0.136 
470.00 	0.137 
469.00 	0.138 
468.00 	0.138 
467.00 	0.139 
466.00 	0.139 
465.00 	0.140 
464.00 	0.140 
463.00 	0.141 
462.00 	0.142 
461.00 	0.143 
460.00 	0.145 
459.00 	0.146 
458.00 	0.147 
457.00 	0.148 
456.00 	0.148 
455.00 	0.149 
454.00 	0.151 
453.00 	0.152 
452.00 	0.153 
451.00 	0.155 
450.00 	0.156 
449.00 	0.156 
448.00 	0.157 
447.00 	0.158 
446.00 	0.158 
445.00 	0.159 
444.00 	0.160 
443.00 	0.161 
442.00 	0.162 
441.00 	0.163 
440.00 	0.164 
439.00 	0.164 
438.00 	0.165 
437.00 	0.166 
436.00 	0.167 
435.00 	0.167 
434.00 	0.169 
433.00 	0.170 
432.00 	0.171 
431.00 	0.172 
430.00 	0.173 
429.00 	0.174 
428.00 	0.175 
427.00 	0.176 
426.00 	0.178 
425.00 	0.180 
424.00 	0.182 
423.00 	0.184 
422.00 	0.185 
421.00 	0.187 
420.00 	0.189 
419.00 	0.192 
418.00 	0.194 
417.00 	0.197 
416.00 	0.199 
415.00 	0.202 
414.00 	0.204 
413.00 	0.207 
412.00 	0.211 
411.00 	0.214 
410.00 	0.218 
409.00 	0.222 
408.00 	0.226 
407.00 	0.230 
406.00 	0.234 
405.00 	0.239 
404.00 	0.242 
403.00 	0.247 
402.00 	0.252 
401.00 	0.256 
400.00 	0.262 
399.00 	0.266 
398.00 	0.272 
397.00 	0.276 
396.00 	0.281 
395.00 	0.286 
394.00 	0.291 
