nm    	Abs   
500.00 	0.129 
499.00 	0.129 
498.00 	0.129 
497.00 	0.131 
496.00 	0.131 
495.00 	0.131 
494.00 	0.131 
493.00 	0.132 
492.00 	0.131 
491.00 	0.132 
490.00 	0.133 
489.00 	0.133 
488.00 	0.133 
487.00 	0.135 
486.00 	0.135 
485.00 	0.135 
484.00 	0.135 
483.00 	0.136 
482.00 	0.135 
481.00 	0.136 
480.00 	0.137 
479.00 	0.138 
478.00 	0.138 
477.00 	0.139 
476.00 	0.139 
475.00 	0.139 
474.00 	0.139 
473.00 	0.140 
472.00 	0.140 
471.00 	0.140 
470.00 	0.141 
469.00 	0.142 
468.00 	0.142 
467.00 	0.143 
466.00 	0.143 
465.00 	0.143 
464.00 	0.143 
463.00 	0.145 
462.00 	0.144 
461.00 	0.145 
460.00 	0.146 
459.00 	0.148 
458.00 	0.148 
457.00 	0.149 
456.00 	0.150 
455.00 	0.150 
454.00 	0.151 
453.00 	0.152 
452.00 	0.152 
451.00 	0.154 
450.00 	0.155 
449.00 	0.156 
448.00 	0.156 
447.00 	0.157 
446.00 	0.157 
445.00 	0.156 
444.00 	0.156 
443.00 	0.158 
442.00 	0.157 
441.00 	0.159 
440.00 	0.159 
439.00 	0.159 
438.00 	0.158 
437.00 	0.159 
436.00 	0.160 
435.00 	0.160 
434.00 	0.161 
433.00 	0.162 
432.00 	0.162 
431.00 	0.162 
430.00 	0.163 
429.00 	0.163 
428.00 	0.163 
427.00 	0.164 
426.00 	0.166 
425.00 	0.167 
424.00 	0.167 
423.00 	0.168 
422.00 	0.168 
421.00 	0.169 
420.00 	0.170 
419.00 	0.171 
418.00 	0.172 
417.00 	0.172 
416.00 	0.174 
415.00 	0.175 
414.00 	0.176 
413.00 	0.177 
412.00 	0.179 
411.00 	0.180 
410.00 	0.181 
409.00 	0.182 
408.00 	0.184 
407.00 	0.186 
406.00 	0.188 
405.00 	0.190 
404.00 	0.193 
403.00 	0.195 
402.00 	0.197 
401.00 	0.200 
400.00 	0.201 
399.00 	0.203 
398.00 	0.206 
397.00 	0.209 
396.00 	0.211 
395.00 	0.214 
394.00 	0.217 
393.00 	0.221 
392.00 	0.225 
391.00 	0.228 
390.00 	0.231 
389.00 	0.235 
388.00 	0.239 
387.00 	0.243 
386.00 	0.246 
385.00 	0.251 
384.00 	0.256 
383.00 	0.261 
382.00 	0.264 
381.00 	0.269 
380.00 	0.273 
379.00 	0.278 
378.00 	0.283 
377.00 	0.288 
376.00 	0.293 
375.00 	0.297 
374.00 	0.301 
373.00 	0.307 
372.00 	0.312 
371.00 	0.317 
370.00 	0.322 
369.00 	0.326 
368.00 	0.331 
367.00 	0.336 
366.00 	0.340 
365.00 	0.345 
364.00 	0.350 
363.00 	0.354 
362.00 	0.359 
361.00 	0.375 
360.00 	0.379 
359.00 	0.383 
358.00 	0.386 
357.00 	0.388 
356.00 	0.392 
355.00 	0.396 
354.00 	0.399 
353.00 	0.403 
352.00 	0.405 
351.00 	0.408 
350.00 	0.410 
349.00 	0.411 
348.00 	0.412 
347.00 	0.414 
346.00 	0.415 
345.00 	0.416 
344.00 	0.415 
343.00 	0.415 
342.00 	0.414 
341.00 	0.413 
340.00 	0.410 
339.00 	0.410 
338.00 	0.407 
337.00 	0.403 
336.00 	0.400 
335.00 	0.398 
334.00 	0.395 
333.00 	0.390 
332.00 	0.386 
331.00 	0.382 
330.00 	0.377 
329.00 	0.373 
328.00 	0.369 
327.00 	0.364 
326.00 	0.357 
325.00 	0.351 
324.00 	0.346 
323.00 	0.340 
322.00 	0.335 
321.00 	0.330 
320.00 	0.324 
319.00 	0.318 
318.00 	0.312 
317.00 	0.306 
316.00 	0.300 
315.00 	0.296 
314.00 	0.291 
313.00 	0.286 
312.00 	0.280 
311.00 	0.276 
310.00 	0.271 
309.00 	0.267 
308.00 	0.264 
307.00 	0.260 
306.00 	0.257 
305.00 	0.254 
304.00 	0.250 
303.00 	0.246 
302.00 	0.244 
301.00 	0.242 
300.00 	0.240 
299.00 	0.238 
298.00 	0.237 
297.00 	0.235 
296.00 	0.234 
295.00 	0.232 
294.00 	0.232 
293.00 	0.230 
292.00 	0.230 
291.00 	0.230 
290.00 	0.230 
289.00 	0.229 
288.00 	0.229 
287.00 	0.229 
286.00 	0.229 
285.00 	0.230 
284.00 	0.231 
283.00 	0.231 
282.00 	0.233 
281.00 	0.234 
280.00 	0.236 
279.00 	0.237 
278.00 	0.239 
277.00 	0.242 
276.00 	0.244 
275.00 	0.247 
274.00 	0.250 
273.00 	0.253 
272.00 	0.256 
271.00 	0.259 
270.00 	0.264 
269.00 	0.268 
268.00 	0.272 
267.00 	0.277 
266.00 	0.282 
265.00 	0.289 
264.00 	0.295 
263.00 	0.302 
262.00 	0.312 
261.00 	0.320 
260.00 	0.331 
259.00 	0.343 
258.00 	0.356 
257.00 	0.371 
256.00 	0.385 
255.00 	0.400 
254.00 	0.415 
253.00 	0.429 
252.00 	0.441 
251.00 	0.451 
250.00 	0.460 
249.00 	0.468 
248.00 	0.474 
247.00 	0.479 
246.00 	0.483 
245.00 	0.486 
244.00 	0.488 
243.00 	0.490 
242.00 	0.490 
241.00 	0.491 
240.00 	0.490 
239.00 	0.490 
238.00 	0.491 
237.00 	0.493 
236.00 	0.496 
235.00 	0.501 
234.00 	0.507 
233.00 	0.513 
232.00 	0.522 
231.00 	0.527 
230.00 	0.532 
229.00 	0.537 
228.00 	0.540 
227.00 	0.539 
226.00 	0.538 
225.00 	0.534 
224.00 	0.526 
223.00 	0.517 
222.00 	0.507 
221.00 	0.495 
220.00 	0.482 
219.00 	0.471 
218.00 	0.456 
217.00 	0.440 
216.00 	0.422 
215.00 	0.404 
214.00 	0.380 
213.00 	0.357 
212.00 	0.326 
211.00 	0.287 
210.00 	0.240 
209.00 	0.184 
208.00 	0.114 
207.00 	0.029 
206.00 	-0.074 
205.00 	-0.198 
204.00 	-0.354 
203.00 	-0.541 
202.00 	-0.775 
201.00 	-1.044 
200.00 	-1.317 
199.00 	-1.547 
198.00 	-1.643 
197.00 	-1.672 
196.00 	-1.552 
195.00 	-1.459 
194.00 	-1.379 
193.00 	-1.219 
192.00 	-1.047 
191.00 	-0.878 
190.00 	-0.663 
