nm    	Abs   
300.00 	0.228 
299.00 	0.235 
298.00 	0.244 
297.00 	0.252 
296.00 	0.258 
295.00 	0.264 
294.00 	0.269 
293.00 	0.274 
292.00 	0.278 
291.00 	0.281 
290.00 	0.282 
289.00 	0.282 
288.00 	0.282 
287.00 	0.281 
286.00 	0.281 
285.00 	0.281 
284.00 	0.282 
283.00 	0.285 
282.00 	0.290 
281.00 	0.296 
280.00 	0.298 
279.00 	0.296 
278.00 	0.290 
277.00 	0.283 
276.00 	0.279 
275.00 	0.280 
274.00 	0.282 
273.00 	0.286 
272.00 	0.285 
271.00 	0.285 
270.00 	0.284 
269.00 	0.285 
268.00 	0.286 
267.00 	0.290 
266.00 	0.293 
265.00 	0.298 
264.00 	0.301 
263.00 	0.306 
262.00 	0.309 
261.00 	0.313 
260.00 	0.319 
259.00 	0.325 
258.00 	0.333 
257.00 	0.341 
256.00 	0.350 
255.00 	0.361 
254.00 	0.374 
253.00 	0.387 
252.00 	0.404 
251.00 	0.421 
250.00 	0.438 
249.00 	0.456 
248.00 	0.474 
247.00 	0.492 
246.00 	0.510 
245.00 	0.530 
244.00 	0.547 
243.00 	0.565 
242.00 	0.582 
241.00 	0.598 
240.00 	0.613 
239.00 	0.627 
238.00 	0.639 
237.00 	0.651 
236.00 	0.663 
235.00 	0.674 
234.00 	0.686 
233.00 	0.698 
232.00 	0.712 
231.00 	0.727 
230.00 	0.742 
229.00 	0.759 
228.00 	0.781 
227.00 	0.806 
226.00 	0.836 
225.00 	0.871 
224.00 	0.915 
223.00 	0.965 
222.00 	1.026 
221.00 	1.093 
220.00 	1.165 
219.00 	1.243 
218.00 	1.319 
217.00 	1.399 
216.00 	1.463 
215.00 	1.523 
214.00 	1.556 
213.00 	1.592 
212.00 	1.585 
211.00 	1.582 
210.00 	1.542 
209.00 	1.503 
208.00 	1.434 
207.00 	1.374 
206.00 	1.262 
205.00 	1.133 
204.00 	0.990 
203.00 	0.807 
202.00 	0.578 
201.00 	0.314 
200.00 	0.040 
199.00 	-0.188 
198.00 	-0.312 
197.00 	-0.333 
196.00 	-0.298 
195.00 	-0.215 
194.00 	-0.109 
193.00 	-0.047 
192.00 	0.051 
191.00 	0.123 
190.00 	0.219 
