nm    	Abs   
300.00 	0.548 
299.00 	0.565 
298.00 	0.583 
297.00 	0.601 
296.00 	0.617 
295.00 	0.633 
294.00 	0.647 
293.00 	0.662 
292.00 	0.676 
291.00 	0.693 
290.00 	0.710 
289.00 	0.731 
288.00 	0.757 
287.00 	0.791 
286.00 	0.835 
285.00 	0.892 
284.00 	0.960 
283.00 	1.024 
282.00 	1.065 
281.00 	1.086 
280.00 	1.095 
279.00 	1.095 
278.00 	1.095 
277.00 	1.093 
276.00 	1.093 
275.00 	1.092 
274.00 	1.097 
273.00 	1.098 
272.00 	1.097 
271.00 	1.097 
270.00 	1.099 
269.00 	1.095 
268.00 	1.097 
267.00 	1.094 
266.00 	1.096 
265.00 	1.093 
264.00 	1.093 
263.00 	1.090 
262.00 	1.091 
261.00 	1.085 
260.00 	1.087 
259.00 	1.083 
258.00 	1.084 
257.00 	1.080 
256.00 	1.082 
255.00 	1.078 
254.00 	1.075 
253.00 	1.074 
252.00 	1.072 
251.00 	1.068 
250.00 	1.065 
249.00 	1.062 
248.00 	1.056 
247.00 	1.051 
246.00 	1.045 
245.00 	1.039 
244.00 	1.031 
243.00 	1.024 
242.00 	1.015 
241.00 	1.007 
240.00 	0.996 
239.00 	0.989 
238.00 	0.977 
237.00 	0.967 
236.00 	0.957 
235.00 	0.949 
234.00 	0.936 
233.00 	0.925 
232.00 	0.915 
231.00 	0.904 
230.00 	0.897 
229.00 	0.885 
228.00 	0.877 
227.00 	0.862 
226.00 	0.852 
225.00 	0.839 
224.00 	0.831 
223.00 	0.821 
222.00 	0.814 
221.00 	0.803 
220.00 	0.798 
219.00 	0.787 
218.00 	0.780 
217.00 	0.767 
216.00 	0.756 
215.00 	0.738 
214.00 	0.723 
213.00 	0.697 
212.00 	0.672 
211.00 	0.638 
210.00 	0.598 
209.00 	0.544 
208.00 	0.474 
207.00 	0.384 
206.00 	0.259 
205.00 	0.106 
204.00 	-0.066 
203.00 	-0.270 
202.00 	-0.523 
201.00 	-0.788 
200.00 	-1.037 
199.00 	-1.213 
198.00 	-1.348 
197.00 	-1.312 
196.00 	-1.198 
195.00 	-1.104 
194.00 	-0.978 
193.00 	-0.828 
192.00 	-0.694 
191.00 	-0.529 
190.00 	-0.319 
