nm    	Abs   
500.00 	0.113 
499.00 	0.114 
498.00 	0.114 
497.00 	0.116 
496.00 	0.117 
495.00 	0.118 
494.00 	0.118 
493.00 	0.120 
492.00 	0.120 
491.00 	0.121 
490.00 	0.122 
489.00 	0.124 
488.00 	0.125 
487.00 	0.126 
486.00 	0.128 
485.00 	0.129 
484.00 	0.130 
483.00 	0.131 
482.00 	0.134 
481.00 	0.136 
480.00 	0.137 
479.00 	0.139 
478.00 	0.141 
477.00 	0.142 
476.00 	0.144 
475.00 	0.146 
474.00 	0.149 
473.00 	0.151 
472.00 	0.154 
471.00 	0.156 
470.00 	0.158 
469.00 	0.160 
468.00 	0.163 
467.00 	0.167 
466.00 	0.169 
465.00 	0.172 
464.00 	0.176 
463.00 	0.178 
462.00 	0.181 
461.00 	0.185 
460.00 	0.189 
459.00 	0.193 
458.00 	0.198 
457.00 	0.202 
456.00 	0.205 
455.00 	0.208 
454.00 	0.212 
453.00 	0.215 
452.00 	0.219 
451.00 	0.222 
450.00 	0.226 
449.00 	0.229 
448.00 	0.231 
447.00 	0.233 
446.00 	0.236 
445.00 	0.239 
444.00 	0.241 
443.00 	0.243 
442.00 	0.245 
441.00 	0.247 
440.00 	0.248 
439.00 	0.250 
438.00 	0.252 
437.00 	0.254 
436.00 	0.256 
435.00 	0.258 
434.00 	0.259 
433.00 	0.260 
432.00 	0.261 
431.00 	0.263 
430.00 	0.264 
429.00 	0.265 
428.00 	0.266 
427.00 	0.267 
426.00 	0.267 
425.00 	0.267 
424.00 	0.268 
423.00 	0.267 
422.00 	0.267 
421.00 	0.267 
420.00 	0.266 
419.00 	0.266 
418.00 	0.265 
417.00 	0.265 
416.00 	0.264 
415.00 	0.263 
414.00 	0.261 
413.00 	0.260 
412.00 	0.258 
411.00 	0.257 
410.00 	0.256 
409.00 	0.254 
408.00 	0.252 
407.00 	0.251 
406.00 	0.248 
405.00 	0.245 
404.00 	0.244 
403.00 	0.242 
402.00 	0.239 
401.00 	0.236 
400.00 	0.234 
399.00 	0.230 
398.00 	0.227 
397.00 	0.224 
396.00 	0.222 
395.00 	0.220 
394.00 	0.217 
393.00 	0.214 
392.00 	0.211 
391.00 	0.207 
390.00 	0.205 
389.00 	0.203 
388.00 	0.200 
387.00 	0.196 
386.00 	0.195 
385.00 	0.192 
384.00 	0.188 
383.00 	0.185 
382.00 	0.184 
381.00 	0.181 
380.00 	0.179 
379.00 	0.177 
378.00 	0.174 
377.00 	0.171 
376.00 	0.169 
375.00 	0.167 
374.00 	0.166 
373.00 	0.164 
372.00 	0.162 
371.00 	0.160 
370.00 	0.157 
369.00 	0.156 
368.00 	0.155 
367.00 	0.154 
366.00 	0.152 
365.00 	0.151 
364.00 	0.150 
363.00 	0.148 
362.00 	0.147 
361.00 	0.177 
360.00 	0.176 
359.00 	0.175 
358.00 	0.175 
357.00 	0.173 
356.00 	0.173 
355.00 	0.172 
354.00 	0.172 
353.00 	0.172 
352.00 	0.171 
351.00 	0.171 
350.00 	0.170 
349.00 	0.169 
348.00 	0.169 
347.00 	0.169 
346.00 	0.169 
345.00 	0.170 
344.00 	0.170 
343.00 	0.171 
342.00 	0.171 
341.00 	0.171 
340.00 	0.171 
339.00 	0.171 
338.00 	0.172 
337.00 	0.173 
336.00 	0.173 
335.00 	0.173 
334.00 	0.173 
333.00 	0.174 
332.00 	0.175 
331.00 	0.175 
330.00 	0.176 
329.00 	0.176 
328.00 	0.176 
327.00 	0.176 
326.00 	0.177 
325.00 	0.178 
324.00 	0.179 
323.00 	0.180 
322.00 	0.181 
321.00 	0.182 
