
nm	Data
390.0	3.686
390.2	3.036
390.4	3.510
390.6	4.523
390.8	5.209
391.0	5.186
391.2	6.010
391.4	5.653
391.6	4.253
391.8	5.234
392.0	5.286
392.2	5.243
392.4	5.255
392.6	4.194
392.8	3.935
393.0	4.926
393.2	5.396
393.4	5.726
393.6	7.064
393.8	6.765
394.0	7.042
394.2	6.112
394.4	5.852
394.6	4.588
394.8	6.151
395.0	6.005
395.2	5.798
395.4	4.988
395.6	5.907
395.8	5.416
396.0	7.341
396.2	6.808
396.4	5.802
396.6	5.009
396.8	6.163
397.0	7.801
397.2	9.679
397.4	9.446
397.6	8.330
397.8	6.783
398.0	6.765
398.2	7.029
398.4	7.578
398.6	7.995
398.8	7.897
399.0	7.182
399.2	8.352
399.4	9.282
399.6	8.550
399.8	9.013
400.0	8.528
400.2	8.808
400.4	10.35
400.6	12.28
400.8	11.92
401.0	11.48
401.2	10.36
401.4	9.525
401.6	7.502
401.8	8.944
402.0	10.29
402.2	10.78
402.4	12.74
402.6	13.41
402.8	12.03
403.0	12.04
403.2	11.83
403.4	10.92
403.6	10.18
403.8	10.94
404.0	11.18
404.2	12.34
404.4	13.51
404.6	15.56
404.8	16.96
405.0	17.40
405.2	16.41
405.4	15.71
405.6	12.26
405.8	13.88
406.0	16.38
406.2	19.20
406.4	19.43
406.6	20.91
406.8	20.52
407.0	20.94
407.2	21.63
407.4	22.30
407.6	20.36
407.8	20.99
408.0	20.94
408.2	20.63
408.4	21.05
408.6	20.75
408.8	20.91
409.0	23.51
409.2	23.73
409.4	24.98
409.6	26.54
409.8	26.90
410.0	27.99
410.2	32.56
410.4	33.47
410.6	33.75
410.8	34.01
411.0	30.84
411.2	28.50
411.4	30.97
411.6	33.01
411.8	34.23
412.0	38.30
412.2	36.34
412.4	36.43
412.6	37.82
412.8	38.46
413.0	37.00
413.2	40.29
413.4	40.70
413.6	45.34
413.8	46.97
414.0	47.96
414.2	46.25
414.4	45.03
414.6	43.31
414.8	43.51
415.0	44.47
415.2	48.25
415.4	50.11
415.6	53.74
415.8	53.78
416.0	53.76
416.2	55.69
416.4	56.99
416.6	59.81
416.8	62.74
417.0	62.32
417.2	62.25
417.4	64.73
417.6	64.89
417.8	68.58
418.0	67.73
418.2	66.96
418.4	67.59
418.6	70.71
418.8	72.61
419.0	77.60
419.2	80.56
419.4	85.20
419.6	86.80
419.8	88.63
420.0	91.93
420.2	92.84
420.4	93.59
420.6	95.63
420.8	93.80
421.0	93.72
421.2	96.43
421.4	98.38
421.6	105.0
421.8	109.4
422.0	107.7
422.2	104.0
422.4	99.32
422.6	98.63
422.8	102.4
423.0	112.3
423.2	119.9
423.4	127.1
423.6	128.7
423.8	127.7
424.0	128.1
