	
nm	Data	
400.0	9.279	
400.2	7.583	
400.4	6.169	
400.6	5.336	
400.8	6.159	
401.0	6.672	
401.2	7.924	
401.4	9.074	
401.6	8.739	
401.8	8.667	
402.0	9.501	
402.2	8.753	
402.4	9.889	
402.6	11.53	
402.8	10.70	
403.0	9.920	
403.2	10.76	
403.4	9.756	
403.6	9.279	
403.8	9.759	
404.0	8.394	
404.2	7.067	
404.4	8.981	
404.6	9.356	
404.8	9.855	
405.0	11.28	
405.2	11.40	
405.4	12.03	
405.6	12.29	
405.8	10.66	
406.0	11.54	
406.2	12.09	
406.4	13.22	
406.6	15.79	
406.8	16.71	
407.0	15.33	
407.2	15.35	
407.4	12.67	
407.6	11.73	
407.8	12.44	
408.0	13.29	
408.2	14.21	
408.4	15.14	
408.6	16.17	
408.8	18.81	
409.0	21.51	
409.2	22.35	
409.4	20.83	
409.6	18.44	
409.8	16.72	
410.0	17.81	
410.2	21.29	
410.4	22.84	
410.6	21.10	
410.8	21.65	
411.0	21.28	
411.2	22.76	
411.4	24.79	
411.6	25.98	
411.8	25.61	
412.0	25.45	
412.2	24.60	
412.4	24.10	
412.6	22.73	
412.8	23.52	
413.0	26.88	
413.2	28.33	
413.4	30.92	
413.6	31.03	
413.8	31.42	
414.0	31.86	
414.2	36.15	
414.4	38.30	
414.6	37.16	
414.8	34.32	
415.0	33.99	
415.2	34.02	
415.4	37.38	
415.6	39.66	
415.8	38.90	
416.0	40.87	
416.2	42.61	
416.4	44.91	
416.6	45.68	
416.8	45.21	
417.0	47.61	
417.2	50.86	
417.4	49.27	
417.6	53.15	
417.8	55.17	
418.0	53.58	
418.2	51.09	
418.4	50.47	
418.6	48.74	
418.8	55.01	
419.0	59.84	
419.2	62.78	
419.4	60.75	
419.6	61.67	
419.8	63.56	
420.0	64.07	
420.2	63.70	
420.4	66.92	
420.6	67.70	
420.8	68.45	
421.0	69.56	
421.2	69.72	
421.4	70.54	
421.6	75.02	
421.8	80.18	
422.0	81.53	
422.2	80.44	
422.4	83.68	
422.6	88.16	
422.8	92.20	
423.0	94.75	
423.2	93.04	
423.4	88.70	
423.6	91.19	
423.8	95.75	
424.0	99.08	
424.2	102.9	
424.4	103.8	
424.6	104.0	
424.8	105.8	
425.0	108.4	
425.2	109.0	
425.4	112.4	
425.6	114.7	
425.8	117.8	
426.0	121.4	
426.2	124.8	
426.4	128.3	
426.6	130.8	
426.8	130.3	
427.0	132.6	
427.2	133.1	
427.4	133.9	
427.6	138.9	
427.8	142.4	
428.0	144.3	
428.2	149.0	
428.4	149.6	
428.6	153.4	
428.8	153.0	
429.0	149.0	
429.2	147.6	
429.4	146.5	
429.6	146.5	
429.8	155.0	
430.0	161.5	
430.2	160.9	
430.4	163.7	
430.6	170.0	
430.8	174.7	
431.0	182.6	
431.2	185.2	
431.4	182.2	
431.6	181.6	
431.8	187.7	
432.0	196.4	
432.2	205.4	
432.4	211.2	
432.6	215.9	
432.8	213.2	
433.0	206.3	
433.2	201.5	
433.4	199.6	
433.6	203.8	
433.8	212.6	
434.0	218.0	
434.2	218.4	
434.4	219.8	
434.6	222.4	
434.8	225.7	
435.0	224.5	
435.2	226.4	
435.4	232.9	
435.6	236.4	
435.8	242.6	
436.0	246.9	
436.2	242.7	
436.4	247.3	
436.6	254.1	
436.8	255.6	
437.0	261.2	
437.2	266.6	
437.4	261.4	
437.6	262.7	
437.8	260.2	
438.0	259.6	
438.2	260.5	
438.4	265.3	
438.6	266.1	
438.8	274.1	
439.0	278.6	
439.2	281.9	
439.4	282.2	
439.6	288.1	
439.8	296.0	
440.0	302.6	
440.2	302.5	
440.4	301.6	
440.6	301.0	
440.8	311.9	
441.0	318.5	
441.2	324.5	
441.4	326.3	
441.6	326.4	
441.8	327.5	
442.0	329.0	
442.2	321.1	
442.4	329.2	
442.6	335.0	
442.8	336.7	
443.0	337.0	
443.2	341.8	
443.4	341.9	
443.6	347.1	
443.8	354.6	
444.0	358.5	
444.2	362.1	
444.4	367.6	
444.6	371.8	
444.8	373.5	
445.0	376.5	
445.2	383.0	
445.4	396.0	
445.6	409.7	
445.8	419.3	
446.0	428.0	
446.2	414.6	
446.4	400.9	
446.6	393.9	
446.8	406.7	
447.0	416.2	
447.2	429.5	
447.4	427.8	
447.6	425.6	
447.8	419.8	
448.0	424.1	
448.2	423.9	
448.4	426.0	
448.6	428.3	
448.8	440.6	
449.0	452.7	
449.2	463.5	
449.4	466.9	
449.6	465.7	
449.8	468.7	
450.0	472.8	
450.2	482.1	
450.4	482.4	
450.6	481.2	
450.8	484.1	
451.0	489.1	
451.2	497.6	
451.4	510.2	
451.6	509.5	
451.8	513.5	
452.0	525.7	
452.2	523.6	
452.4	528.8	
452.6	527.6	
452.8	529.9	
453.0	541.8	
453.2	550.5	
453.4	554.2	
453.6	559.6	
453.8	551.3	
454.0	562.6	
454.2	574.1	
454.4	573.3	
454.6	584.1	
454.8	596.3	
455.0	596.0	
455.2	603.4	
455.4	617.3	
455.6	626.9	
455.8	641.7	
456.0	642.8	
456.2	645.2	
456.4	637.8	
456.6	635.5	
456.8	643.9	
457.0	657.5	
457.2	661.9	
457.4	677.2	
457.6	679.3	
457.8	666.9	
458.0	664.9	
458.2	680.2	
458.4	699.1	
458.6	724.3	
458.8	737.3	
459.0	742.6	
459.2	738.9	
459.4	736.2	
459.6	736.2	
459.8	748.8	
460.0	763.6	
460.2	788.0	
460.4	795.8	
460.6	795.6	
460.8	794.0	
461.0	797.9	
461.2	806.5	
461.4	817.9	
461.6	830.0	
461.8	837.2	
462.0	846.8	
462.2	854.0	
462.4	862.1	
462.6	867.5	
462.8	881.9	
463.0	883.1	
463.2	896.3	
463.4	905.4	
463.6	912.0	
463.8	916.7	
464.0	931.8	
464.2	941.0	
464.4	951.5	
464.6	961.6	
464.8	968.9	
465.0	972.9	
465.2	993.3	
465.4	1010	
465.6	1031	
465.8	1038	
466.0	1037	
466.2	1037	
466.4	1043	
466.6	1045	
466.8	1055	
467.0	1068	
467.2	1080	
467.4	1108	
467.6	1135	
467.8	1142	
468.0	1135	
468.2	1135	
468.4	1148	
468.6	1174	
468.8	1202	
469.0	1216	
469.2	1220	
469.4	1211	
469.6	1225	
469.8	1240	
470.0	1278	
470.2	1300	
470.4	1313	
470.6	1311	
470.8	1320	
471.0	1320	
471.2	1341	
471.4	1343	
471.6	1340	
471.8	1360	
472.0	1373	
472.2	1376	
472.4	1385	
472.6	1402	
472.8	1411	
473.0	1445	
473.2	1460	
473.4	1471	
473.6	1483	
473.8	1507	
474.0	1508	
474.2	1510	
474.4	1537	
474.6	1555	
474.8	1572	
475.0	1584	
475.2	1590	
475.4	1593	
475.6	1629	
475.8	1650	
476.0	1667	
476.2	1677	
476.4	1691	
476.6	1711	
476.8	1741	
477.0	1758	
477.2	1769	
477.4	1762	
477.6	1747	
477.8	1763	
478.0	1795	
478.2	1828	
478.4	1850	
