nm    	Abs  
500.00 	0.121 
499.00 	0.123 
498.00 	0.124 
497.00 	0.125 
496.00 	0.128 
495.00 	0.130 
494.00 	0.132 
493.00 	0.135 
492.00 	0.137 
491.00 	0.139 
490.00 	0.141 
489.00 	0.145 
488.00 	0.147 
487.00 	0.149 
486.00 	0.153 
485.00 	0.157 
484.00 	0.161 
483.00 	0.164 
482.00 	0.168 
481.00 	0.172 
480.00 	0.175 
479.00 	0.180 
478.00 	0.186 
477.00 	0.190 
476.00 	0.196 
475.00 	0.202 
474.00 	0.208 
473.00 	0.213 
472.00 	0.221 
471.00 	0.228 
470.00 	0.235 
469.00 	0.242 
468.00 	0.251 
467.00 	0.260 
466.00 	0.268 
465.00 	0.277 
464.00 	0.287 
463.00 	0.296 
462.00 	0.307 
461.00 	0.317 
460.00 	0.326 
459.00 	0.335 
458.00 	0.345 
457.00 	0.353 
456.00 	0.362 
455.00 	0.370 
454.00 	0.378 
453.00 	0.386 
452.00 	0.392 
451.00 	0.399 
450.00 	0.406 
449.00 	0.410 
448.00 	0.415 
447.00 	0.419 
446.00 	0.424 
445.00 	0.427 
444.00 	0.431 
443.00 	0.435 
442.00 	0.439 
441.00 	0.442 
440.00 	0.445 
439.00 	0.449 
438.00 	0.452 
437.00 	0.455 
436.00 	0.459 
435.00 	0.462 
434.00 	0.464 
433.00 	0.467 
432.00 	0.468 
431.00 	0.471 
430.00 	0.470 
429.00 	0.471 
428.00 	0.472 
427.00 	0.472 
426.00 	0.471 
425.00 	0.470 
424.00 	0.468 
423.00 	0.465 
422.00 	0.462 
421.00 	0.460 
420.00 	0.456 
419.00 	0.452 
418.00 	0.448 
417.00 	0.444 
416.00 	0.440 
415.00 	0.435 
414.00 	0.431 
413.00 	0.426 
412.00 	0.420 
411.00 	0.415 
410.00 	0.409 
409.00 	0.403 
408.00 	0.398 
407.00 	0.393 
406.00 	0.387 
405.00 	0.380 
404.00 	0.374 
403.00 	0.368 
402.00 	0.360 
401.00 	0.354 
400.00 	0.347 
399.00 	0.340 
398.00 	0.333 
397.00 	0.327 
396.00 	0.320 
395.00 	0.312 
394.00 	0.305 
393.00 	0.300 
392.00 	0.293 
391.00 	0.285 
390.00 	0.279 
389.00 	0.273 
388.00 	0.266 
387.00 	0.260 
386.00 	0.255 
385.00 	0.250 
384.00 	0.245 
383.00 	0.239 
382.00 	0.234 
381.00 	0.228 
380.00 	0.223 
379.00 	0.219 
378.00 	0.214 
377.00 	0.211 
376.00 	0.207 
375.00 	0.203 
374.00 	0.199 
373.00 	0.194 
372.00 	0.191 
371.00 	0.187 
370.00 	0.184 
369.00 	0.182 
368.00 	0.179 
367.00 	0.176 
366.00 	0.173 
365.00 	0.170 
364.00 	0.169 
363.00 	0.166 
362.00 	0.164 
361.00 	0.183 
360.00 	0.181 
359.00 	0.180 
358.00 	0.178 
357.00 	0.177 
356.00 	0.175 
355.00 	0.174 
354.00 	0.173 
353.00 	0.171 
352.00 	0.170 
351.00 	0.170 
350.00 	0.169 
349.00 	0.168 
348.00 	0.168 
347.00 	0.167 
346.00 	0.167 
345.00 	0.167 
344.00 	0.167 
343.00 	0.167 
342.00 	0.167 
341.00 	0.167 
340.00 	0.168 
339.00 	0.168 
338.00 	0.169 
337.00 	0.169 
336.00 	0.170 
335.00 	0.169 
334.00 	0.169 
333.00 	0.170 
332.00 	0.171 
331.00 	0.172 
330.00 	0.172 
329.00 	0.174 
328.00 	0.175 
327.00 	0.177 
326.00 	0.179 
325.00 	0.180 
324.00 	0.183 
323.00 	0.186 
322.00 	0.190 
321.00 	0.194 
320.00 	0.199 
319.00 	0.204 
318.00 	0.211 
317.00 	0.218 
316.00 	0.227 
315.00 	0.237 
314.00 	0.249 
313.00 	0.263 
312.00 	0.279 
311.00 	0.299 
310.00 	0.321 
309.00 	0.346 
308.00 	0.372 
307.00 	0.399 
306.00 	0.425 
305.00 	0.450 
304.00 	0.474 
303.00 	0.499 
302.00 	0.522 
301.00 	0.545 
300.00 	0.567 
299.00 	0.589 
298.00 	0.611 
297.00 	0.631 
296.00 	0.650 
295.00 	0.667 
294.00 	0.683 
293.00 	0.694 
292.00 	0.701 
291.00 	0.704 
290.00 	0.706 
289.00 	0.707 
288.00 	0.706 
287.00 	0.706 
286.00 	0.705 
285.00 	0.704 
284.00 	0.703 
283.00 	0.702 
282.00 	0.703 
281.00 	0.706 
280.00 	0.711 
279.00 	0.710 
278.00 	0.703 
277.00 	0.695 
276.00 	0.697 
275.00 	0.710 
274.00 	0.733 
273.00 	0.760 
272.00 	0.793 
271.00 	0.824 
270.00 	0.857 
269.00 	0.894 
268.00 	0.934 
267.00 	0.976 
266.00 	1.021 
265.00 	1.065 
264.00 	1.107 
263.00 	1.143 
262.00 	1.173 
261.00 	1.193 
260.00 	1.206 
259.00 	1.211 
258.00 	1.209 
257.00 	1.205 
256.00 	1.199 
255.00 	1.191 
254.00 	1.184 
253.00 	1.179 
252.00 	1.176 
251.00 	1.177 
250.00 	1.181 
249.00 	1.190 
248.00 	1.199 
247.00 	1.216 
246.00 	1.238 
245.00 	1.266 
244.00 	1.302 
243.00 	1.344 
242.00 	1.397 
241.00 	1.461 
240.00 	1.530 
239.00 	1.610 
238.00 	1.697 
237.00 	1.784 
236.00 	1.868 
235.00 	1.937 
234.00 	1.993 
233.00 	2.020 
232.00 	2.046 
231.00 	2.043 
230.00 	2.043 
229.00 	2.055 
228.00 	2.048 
227.00 	2.048 
226.00 	2.057 
225.00 	2.051 
224.00 	2.045 
223.00 	2.037 
222.00 	2.052 
221.00 	2.037 
220.00 	2.039 
219.00 	2.046 
218.00 	2.035 
217.00 	2.015 
216.00 	1.991 
215.00 	1.967 
214.00 	1.959 
213.00 	1.930 
212.00 	1.897 
211.00 	1.852 
210.00 	1.824 
209.00 	1.755 
208.00 	1.690 
207.00 	1.604 
206.00 	1.470 
205.00 	1.314 
204.00 	1.170 
203.00 	0.963 
202.00 	0.743 
201.00 	0.482 
200.00 	0.250 
199.00 	0.134 
198.00 	0.073 
197.00 	0.068 
196.00 	0.152 
195.00 	0.249 
194.00 	0.364 
193.00 	0.447 
192.00 	0.508 
191.00 	0.591 
190.00 	0.655 
