
nm	Data
370.0	2.412
370.2	2.332
370.4	2.271
370.6	2.228
370.8	2.165
371.0	2.242
371.2	2.271
371.4	2.364
371.6	2.474
371.8	2.601
372.0	2.531
372.2	2.405
372.4	2.231
372.6	2.280
372.8	2.463
373.0	2.537
373.2	2.622
373.4	2.528
373.6	2.475
373.8	2.531
374.0	2.571
374.2	2.492
374.4	2.542
374.6	2.564
374.8	2.705
375.0	2.668
375.2	2.670
375.4	2.669
375.6	2.595
375.8	2.624
376.0	2.550
376.2	2.496
376.4	2.518
376.6	2.517
376.8	2.476
377.0	2.447
377.2	2.407
377.4	2.408
377.6	2.471
377.8	2.480
378.0	2.440
378.2	2.399
378.4	2.355
378.6	2.443
378.8	2.678
379.0	2.741
379.2	2.786
379.4	2.645
379.6	2.438
379.8	2.435
380.0	2.475
380.2	2.487
380.4	2.753
380.6	2.694
380.8	2.548
381.0	2.433
381.2	2.362
381.4	2.406
381.6	2.591
381.8	2.807
382.0	2.731
382.2	2.752
382.4	2.607
382.6	2.629
382.8	2.653
383.0	2.774
383.2	2.600
383.4	2.728
383.6	2.667
383.8	2.840
384.0	2.825
384.2	2.578
384.4	2.410
384.6	2.404
384.8	2.423
385.0	2.660
385.2	2.720
385.4	2.687
385.6	2.855
385.8	2.887
386.0	2.810
386.2	2.831
386.4	2.695
386.6	2.625
386.8	2.739
387.0	2.774
387.2	2.749
387.4	2.880
387.6	2.920
387.8	3.095
388.0	3.136
388.2	2.909
388.4	2.686
388.6	2.562
388.8	2.597
389.0	3.026
389.2	3.046
389.4	3.039
389.6	2.901
389.8	2.758
390.0	2.763
390.2	3.021
390.4	3.190
390.6	3.372
390.8	3.477
391.0	3.388
391.2	3.217
391.4	3.047
391.6	3.149
391.8	3.010
392.0	3.053
392.2	3.050
392.4	3.067
392.6	3.214
392.8	3.349
393.0	3.534
393.2	3.721
393.4	3.898
393.6	3.804
393.8	3.835
394.0	3.687
394.2	3.715
394.4	3.544
394.6	3.463
394.8	3.390
395.0	3.447
395.2	3.531
395.4	3.648
395.6	3.629
395.8	3.663
396.0	3.698
396.2	3.668
396.4	3.814
396.6	3.914
396.8	4.162
397.0	4.220
397.2	4.148
397.4	4.034
397.6	4.150
397.8	4.212
398.0	4.325
398.2	4.475
398.4	4.461
398.6	4.400
398.8	4.566
399.0	4.575
399.2	4.674
399.4	4.773
399.6	4.726
399.8	4.772
400.0	4.797
400.2	4.864
400.4	5.143
400.6	5.187
400.8	5.298
401.0	5.664
401.2	5.937
401.4	6.354
401.6	6.583
401.8	6.590
402.0	6.464
402.2	6.554
402.4	6.688
402.6	6.731
402.8	6.773
403.0	6.992
403.2	7.147
403.4	7.664
403.6	7.958
403.8	8.414
404.0	8.752
404.2	9.329
404.4	9.733
404.6	9.980
404.8	9.770
405.0	10.68
405.2	11.21
405.4	11.59
405.6	12.27
405.8	12.88
406.0	13.25
406.2	14.30
406.4	14.74
406.6	14.68
406.8	15.21
407.0	15.96
407.2	16.71
407.4	17.62
407.6	18.23
407.8	18.77
408.0	19.68
408.2	20.65
408.4	21.94
408.6	23.27
408.8	23.94
409.0	24.69
409.2	25.76
409.4	26.98
409.6	27.79
409.8	29.81
410.0	31.38
410.2	33.17
410.4	35.10
410.6	36.81
410.8	38.15
411.0	40.91
411.2	43.17
411.4	45.65
411.6	47.67
411.8	49.65
412.0	51.91
412.2	54.35
412.4	56.61
412.6	59.23
412.8	60.85
413.0	62.93
413.2	65.85
413.4	68.24
413.6	71.37
413.8	75.51
414.0	79.10
414.2	83.57
414.4	88.06
414.6	90.63
414.8	94.38
415.0	98.89
415.2	102.2
415.4	106.4
415.6	110.0
415.8	114.3
416.0	119.0
416.2	124.5
416.4	128.3
416.6	134.1
416.8	139.4
417.0	146.3
417.2	151.7
417.4	157.5
417.6	161.9
417.8	167.6
418.0	172.5
418.2	179.9
418.4	186.7
418.6	193.4
418.8	200.3
419.0	208.2
419.2	214.3
419.4	222.5
419.6	229.4
419.8	236.4
420.0	244.1
420.2	253.8
420.4	261.5
420.6	269.3
420.8	276.2
421.0	284.5
421.2	292.3
421.4	302.5
421.6	310.0
421.8	319.2
422.0	328.5
422.2	339.8
422.4	350.7
422.6	362.0
422.8	371.0
423.0	381.1
423.2	389.2
423.4	397.3
423.6	407.6
423.8	419.3
424.0	430.8
424.2	439.5
424.4	448.0
424.6	456.4
424.8	470.1
425.0	484.1
425.2	496.6
425.4	509.0
425.6	521.1
425.8	534.0
426.0	544.6
426.2	555.7
426.4	565.6
426.6	576.5
426.8	587.4
427.0	598.5
427.2	607.6
427.4	623.6
427.6	636.3
427.8	651.6
428.0	665.3
428.2	675.1
428.4	685.5
428.6	696.6
428.8	707.5
429.0	722.4
429.2	737.3
429.4	749.2
429.6	763.9
429.8	776.8
430.0	791.1
430.2	803.6
430.4	818.3
430.6	828.6
430.8	841.8
431.0	854.8
431.2	864.6
431.4	873.0
431.6	886.7
431.8	898.9
432.0	914.0
432.2	932.3
432.4	943.0
432.6	953.5
432.8	967.0
433.0	976.7
433.2	991.2
433.4	1008
433.6	1017
433.8	1029
434.0	1040
434.2	1050
434.4	1062
434.6	1074
434.8	1085
435.0	1101
435.2	1117
435.4	1133
435.6	1146
435.8	1158
436.0	1167
436.2	1178
436.4	1189
436.6	1200
436.8	1212
437.0	1223
437.2	1233
437.4	1245
437.6	1257
437.8	1265
438.0	1275
438.2	1283
438.4	1294
438.6	1307
438.8	1320
439.0	1325
439.2	1337
439.4	1348
439.6	1359
439.8	1370
440.0	1384
440.2	1393
440.4	1409
440.6	1422
440.8	1430
441.0	1433
441.2	1436
441.4	1442
441.6	1449
441.8	1461
442.0	1476
442.2	1485
442.4	1495
442.6	1507
442.8	1515
443.0	1530
443.2	1540
443.4	1547
443.6	1551
443.8	1560
444.0	1566
444.2	1580
444.4	1590
444.6	1601
444.8	1607
445.0	1616
445.2	1622
445.4	1634
445.6	1646
445.8	1656
446.0	1663
446.2	1668
446.4	1673
446.6	1682
446.8	1689
447.0	1698
447.2	1708
447.4	1718
447.6	1729
447.8	1740
448.0	1747
448.2	1754
448.4	1760
448.6	1766
448.8	1772
449.0	1781
449.2	1790
449.4	1802
449.6	1817
449.8	1825
450.0	1832
450.2	1835
450.4	1843
450.6	1854
450.8	1868
451.0	1877
451.2	1883
451.4	1884
451.6	1893
451.8	1903
452.0	1915
452.2	1922
452.4	1930
452.6	1937
452.8	1947
453.0	1958
453.2	1968
453.4	1979
453.6	1990
453.8	2002
454.0	2010
454.2	2020
454.4	2027
454.6	2040
454.8	2050
455.0	2060
455.2	2070
455.4	2079
