nm    	Abs   
300.00 	0.594 
299.00 	0.573 
298.00 	0.552 
297.00 	0.533 
296.00 	0.513 
295.00 	0.498 
294.00 	0.482 
293.00 	0.469 
292.00 	0.457 
291.00 	0.447 
290.00 	0.438 
289.00 	0.431 
288.00 	0.425 
287.00 	0.422 
286.00 	0.418 
285.00 	0.418 
284.00 	0.418 
283.00 	0.420 
282.00 	0.423 
281.00 	0.428 
280.00 	0.434 
279.00 	0.441 
278.00 	0.449 
277.00 	0.459 
276.00 	0.470 
275.00 	0.481 
274.00 	0.494 
273.00 	0.509 
272.00 	0.524 
271.00 	0.543 
270.00 	0.562 
269.00 	0.583 
268.00 	0.608 
267.00 	0.636 
266.00 	0.666 
265.00 	0.701 
264.00 	0.742 
263.00 	0.794 
262.00 	0.852 
261.00 	0.922 
260.00 	0.997 
259.00 	1.079 
258.00 	1.157 
257.00 	1.231 
256.00 	1.287 
255.00 	1.331 
254.00 	1.355 
253.00 	1.377 
252.00 	1.380 
251.00 	1.386 
250.00 	1.385 
249.00 	1.387 
248.00 	1.382 
247.00 	1.381 
246.00 	1.375 
245.00 	1.370 
244.00 	1.363 
243.00 	1.355 
242.00 	1.349 
241.00 	1.342 
240.00 	1.336 
239.00 	1.329 
238.00 	1.317 
237.00 	1.307 
236.00 	1.301 
235.00 	1.287 
234.00 	1.280 
233.00 	1.269 
232.00 	1.262 
231.00 	1.249 
230.00 	1.244 
229.00 	1.229 
228.00 	1.221 
227.00 	1.204 
226.00 	1.198 
225.00 	1.180 
224.00 	1.171 
223.00 	1.158 
222.00 	1.148 
221.00 	1.136 
220.00 	1.128 
219.00 	1.111 
218.00 	1.099 
217.00 	1.085 
216.00 	1.065 
215.00 	1.043 
214.00 	1.021 
213.00 	0.993 
212.00 	0.961 
211.00 	0.927 
210.00 	0.887 
209.00 	0.833 
208.00 	0.762 
207.00 	0.673 
206.00 	0.553 
205.00 	0.405 
204.00 	0.237 
203.00 	0.041 
202.00 	-0.205 
201.00 	-0.457 
200.00 	-0.709 
199.00 	-0.905 
198.00 	-0.954 
197.00 	-0.944 
196.00 	-0.857 
195.00 	-0.744 
194.00 	-0.638 
193.00 	-0.467 
192.00 	-0.318 
191.00 	-0.137 
190.00 	0.060 
