nm    	Abs   
500.00 	0.097 
499.00 	0.097 
498.00 	0.098 
497.00 	0.099 
496.00 	0.099 
495.00 	0.100 
494.00 	0.101 
493.00 	0.101 
492.00 	0.101 
491.00 	0.102 
490.00 	0.102 
489.00 	0.102 
488.00 	0.102 
487.00 	0.103 
486.00 	0.103 
485.00 	0.104 
484.00 	0.105 
483.00 	0.105 
482.00 	0.105 
481.00 	0.106 
480.00 	0.106 
479.00 	0.106 
478.00 	0.107 
477.00 	0.108 
476.00 	0.107 
475.00 	0.108 
474.00 	0.109 
473.00 	0.109 
472.00 	0.109 
471.00 	0.110 
470.00 	0.110 
469.00 	0.110 
468.00 	0.111 
467.00 	0.112 
466.00 	0.111 
465.00 	0.112 
464.00 	0.112 
463.00 	0.112 
462.00 	0.112 
461.00 	0.113 
460.00 	0.114 
459.00 	0.114 
458.00 	0.115 
457.00 	0.116 
456.00 	0.116 
455.00 	0.117 
454.00 	0.117 
453.00 	0.118 
452.00 	0.118 
451.00 	0.119 
450.00 	0.119 
449.00 	0.120 
448.00 	0.119 
447.00 	0.120 
446.00 	0.121 
445.00 	0.121 
444.00 	0.121 
443.00 	0.122 
442.00 	0.122 
441.00 	0.122 
440.00 	0.122 
439.00 	0.122 
438.00 	0.122 
437.00 	0.122 
436.00 	0.123 
435.00 	0.123 
434.00 	0.123 
433.00 	0.124 
432.00 	0.124 
431.00 	0.125 
430.00 	0.125 
429.00 	0.125 
428.00 	0.125 
427.00 	0.126 
426.00 	0.126 
425.00 	0.126 
424.00 	0.126 
423.00 	0.128 
422.00 	0.128 
421.00 	0.128 
420.00 	0.129 
419.00 	0.130 
418.00 	0.130 
417.00 	0.131 
416.00 	0.132 
415.00 	0.133 
414.00 	0.133 
413.00 	0.134 
412.00 	0.135 
411.00 	0.136 
410.00 	0.137 
409.00 	0.137 
408.00 	0.139 
407.00 	0.140 
406.00 	0.142 
405.00 	0.144 
404.00 	0.145 
403.00 	0.147 
402.00 	0.149 
401.00 	0.151 
400.00 	0.153 
399.00 	0.156 
398.00 	0.158 
397.00 	0.161 
396.00 	0.163 
395.00 	0.167 
394.00 	0.169 
393.00 	0.173 
392.00 	0.177 
391.00 	0.182 
390.00 	0.185 
389.00 	0.190 
388.00 	0.194 
387.00 	0.200 
386.00 	0.203 
385.00 	0.209 
384.00 	0.214 
383.00 	0.219 
382.00 	0.224 
381.00 	0.230 
380.00 	0.235 
379.00 	0.241 
378.00 	0.247 
377.00 	0.253 
376.00 	0.259 
375.00 	0.266 
374.00 	0.271 
373.00 	0.278 
372.00 	0.285 
371.00 	0.292 
370.00 	0.298 
369.00 	0.304 
368.00 	0.311 
367.00 	0.317 
366.00 	0.323 
365.00 	0.330 
364.00 	0.337 
363.00 	0.343 
362.00 	0.350 
361.00 	0.374 
360.00 	0.379 
359.00 	0.386 
358.00 	0.392 
357.00 	0.398 
356.00 	0.403 
355.00 	0.409 
354.00 	0.414 
353.00 	0.420 
352.00 	0.424 
351.00 	0.428 
350.00 	0.432 
349.00 	0.435 
348.00 	0.437 
347.00 	0.439 
346.00 	0.442 
345.00 	0.443 
344.00 	0.443 
343.00 	0.444 
342.00 	0.444 
341.00 	0.442 
340.00 	0.439 
339.00 	0.438 
338.00 	0.434 
337.00 	0.429 
336.00 	0.426 
335.00 	0.419 
334.00 	0.414 
333.00 	0.409 
332.00 	0.402 
331.00 	0.396 
330.00 	0.389 
329.00 	0.382 
328.00 	0.376 
327.00 	0.368 
326.00 	0.360 
325.00 	0.351 
324.00 	0.343 
323.00 	0.335 
322.00 	0.326 
321.00 	0.318 
320.00 	0.311 
319.00 	0.303 
318.00 	0.296 
317.00 	0.289 
316.00 	0.282 
315.00 	0.275 
314.00 	0.269 
313.00 	0.262 
312.00 	0.256 
311.00 	0.250 
310.00 	0.244 
309.00 	0.239 
308.00 	0.233 
307.00 	0.228 
306.00 	0.224 
305.00 	0.220 
304.00 	0.216 
303.00 	0.213 
302.00 	0.209 
301.00 	0.207 
300.00 	0.204 
299.00 	0.202 
298.00 	0.200 
297.00 	0.198 
296.00 	0.196 
295.00 	0.195 
294.00 	0.194 
293.00 	0.192 
292.00 	0.191 
291.00 	0.191 
290.00 	0.190 
289.00 	0.190 
288.00 	0.190 
287.00 	0.191 
286.00 	0.190 
285.00 	0.192 
284.00 	0.192 
283.00 	0.193 
282.00 	0.194 
281.00 	0.197 
280.00 	0.198 
279.00 	0.200 
278.00 	0.203 
277.00 	0.205 
276.00 	0.207 
275.00 	0.210 
274.00 	0.213 
273.00 	0.217 
272.00 	0.221 
271.00 	0.225 
270.00 	0.230 
269.00 	0.235 
268.00 	0.240 
267.00 	0.246 
266.00 	0.253 
265.00 	0.260 
264.00 	0.269 
263.00 	0.279 
262.00 	0.291 
261.00 	0.304 
260.00 	0.319 
259.00 	0.336 
258.00 	0.355 
257.00 	0.377 
256.00 	0.400 
255.00 	0.425 
254.00 	0.450 
