Sample:	'20211010A(EM)
File name:	G-CDs 1 100.FDS
Run date:	'18:12:18, 06/10/2023
Operator:	Administrator
Comment:	'

Instrument
Model:	F-4700 FL Spectrophotometer
Serial number:	2019-001
ROM Version:	5J24010 00

Instrument parameters
Measurement type:	Wavelength scan
Scan mode:	Emission
Data mode:	Fluorescence
EX WL:	400.0 nm
EM  Start WL:	420.0 nm
EM  End WL:	800.0 nm
Scan speed:	1200 nm/min
Delay:	0.0 s
EX Slit:	10.0 nm
EM Slit:	10.0 nm
PMT Voltage:	380 V
Response:	0.002 s
Corrected spectra:	Off
Shutter control:	On

Processing performed
Savitsky-Golay smoothed
Smoothing order:	3
Number of points:	7
Number of times:	1

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	Start(nm)	Apex(nm)	End(nm)	Height(Data)	Valley(nm)	Valley(Data)
1	420.0	548.4	784.2	2446	784.2	2.153

Data points
nm	Data
420.0	4.969
420.2	4.963
420.4	4.940
420.6	4.908
420.8	4.849
421.0	4.851
421.2	4.873
421.4	4.861
421.6	4.939
421.8	5.045
422.0	5.072
422.2	5.096
422.4	5.093
422.6	5.137
422.8	5.158
423.0	5.177
423.2	5.177
423.4	5.115
423.6	5.072
423.8	5.011
424.0	4.938
424.2	5.001
424.4	5.069
424.6	5.094
424.8	5.151
425.0	5.099
425.2	5.115
425.4	5.187
425.6	5.092
425.8	5.064
426.0	5.055
426.2	5.119
426.4	5.140
426.6	5.141
426.8	4.992
427.0	5.083
427.2	5.171
427.4	5.269
427.6	5.261
427.8	5.177
428.0	5.085
428.2	5.201
428.4	5.221
428.6	5.233
428.8	5.218
429.0	5.256
429.2	5.266
429.4	5.305
429.6	5.305
429.8	5.335
430.0	5.409
430.2	5.516
430.4	5.533
430.6	5.523
430.8	5.549
431.0	5.477
431.2	5.563
431.4	5.565
431.6	5.621
431.8	5.702
432.0	5.718
432.2	5.586
432.4	5.640
432.6	5.660
432.8	5.743
433.0	5.919
433.2	5.947
433.4	5.981
433.6	5.965
433.8	5.897
434.0	5.878
434.2	5.989
434.4	6.037
434.6	6.147
434.8	6.141
435.0	6.154
435.2	6.250
435.4	6.355
435.6	6.295
435.8	6.367
436.0	6.410
436.2	6.505
436.4	6.632
436.6	6.759
436.8	6.802
437.0	6.928
437.2	6.953
437.4	7.041
437.6	7.128
437.8	7.223
438.0	7.253
438.2	7.353
438.4	7.376
438.6	7.539
438.8	7.746
439.0	7.914
439.2	7.949
439.4	8.004
439.6	8.041
439.8	8.181
440.0	8.298
440.2	8.402
440.4	8.595
440.6	8.660
440.8	8.780
441.0	8.971
441.2	9.114
441.4	9.243
441.6	9.417
441.8	9.590
442.0	9.781
442.2	9.949
442.4	10.06
442.6	10.13
442.8	10.24
443.0	10.43
443.2	10.75
443.4	10.94
443.6	11.12
443.8	11.19
444.0	11.32
444.2	11.43
444.4	11.68
