
nm	Data
370.0	6.606
370.2	6.184
370.4	6.463
370.6	7.038
370.8	7.359
371.0	7.177
371.2	6.546
371.4	6.271
371.6	6.401
371.8	6.777
372.0	7.019
372.2	6.572
372.4	6.072
372.6	5.964
372.8	6.307
373.0	6.417
373.2	6.681
373.4	6.343
373.6	6.270
373.8	6.398
374.0	6.849
374.2	6.614
374.4	6.886
374.6	6.937
374.8	6.801
375.0	6.601
375.2	6.669
375.4	6.426
375.6	6.735
375.8	7.142
376.0	7.377
376.2	7.067
376.4	6.631
376.6	6.613
376.8	6.845
377.0	6.998
377.2	7.084
377.4	6.901
377.6	6.988
377.8	7.806
378.0	8.167
378.2	7.725
378.4	6.972
378.6	6.307
378.8	6.225
379.0	7.225
379.2	7.449
379.4	7.751
379.6	7.480
379.8	6.803
380.0	6.904
380.2	7.292
380.4	7.256
380.6	7.557
380.8	7.363
381.0	7.134
381.2	7.529
381.4	7.637
381.6	7.593
381.8	7.525
382.0	7.480
382.2	7.743
382.4	8.155
382.6	8.436
382.8	8.338
383.0	7.917
383.2	7.541
383.4	7.515
383.6	7.570
383.8	7.695
384.0	7.739
384.2	7.170
384.4	7.126
384.6	7.154
384.8	7.285
385.0	7.894
385.2	8.781
385.4	8.965
385.6	8.853
385.8	8.498
386.0	8.193
386.2	8.252
386.4	8.685
386.6	8.975
386.8	9.144
387.0	9.452
387.2	9.399
387.4	9.550
387.6	9.696
387.8	9.440
388.0	9.481
388.2	9.337
388.4	9.293
388.6	9.594
388.8	9.922
389.0	10.12
389.2	10.28
389.4	10.15
389.6	9.906
389.8	9.885
390.0	9.768
390.2	9.972
390.4	10.86
390.6	11.57
390.8	11.20
391.0	11.30
391.2	10.69
391.4	9.749
391.6	10.33
391.8	10.73
392.0	10.81
392.2	12.22
392.4	12.55
392.6	12.66
392.8	12.68
393.0	11.98
393.2	11.48
393.4	12.05
393.6	12.02
393.8	12.32
394.0	12.32
394.2	12.64
394.4	12.84
394.6	13.11
394.8	13.64
395.0	13.71
395.2	13.61
395.4	13.80
395.6	13.56
395.8	13.78
396.0	14.13
396.2	14.40
396.4	14.57
396.6	15.30
396.8	15.21
397.0	15.80
397.2	15.30
397.4	15.66
397.6	16.22
397.8	16.66
398.0	16.94
398.2	17.73
398.4	17.66
398.6	18.61
398.8	19.48
399.0	19.83
399.2	19.97
399.4	20.08
399.6	20.12
399.8	21.21
400.0	22.37
400.2	23.20
400.4	23.99
400.6	24.79
400.8	25.57
401.0	26.59
401.2	26.64
401.4	26.37
401.6	27.16
401.8	28.00
402.0	29.24
402.2	30.53
402.4	31.07
402.6	31.48
402.8	32.04
403.0	32.83
