nm    	Abs   
300.00 	0.261 
299.00 	0.261 
298.00 	0.262 
297.00 	0.262 
296.00 	0.262 
295.00 	0.263 
294.00 	0.262 
293.00 	0.263 
292.00 	0.264 
291.00 	0.265 
290.00 	0.266 
289.00 	0.267 
288.00 	0.268 
287.00 	0.269 
286.00 	0.271 
285.00 	0.273 
284.00 	0.275 
283.00 	0.277 
282.00 	0.279 
281.00 	0.281 
280.00 	0.286 
279.00 	0.288 
278.00 	0.291 
277.00 	0.294 
276.00 	0.296 
275.00 	0.298 
274.00 	0.302 
273.00 	0.305 
272.00 	0.309 
271.00 	0.314 
270.00 	0.318 
269.00 	0.322 
268.00 	0.326 
267.00 	0.332 
266.00 	0.337 
265.00 	0.345 
264.00 	0.351 
263.00 	0.359 
262.00 	0.367 
261.00 	0.376 
260.00 	0.387 
259.00 	0.398 
258.00 	0.409 
257.00 	0.421 
256.00 	0.433 
255.00 	0.444 
254.00 	0.457 
253.00 	0.469 
252.00 	0.482 
251.00 	0.494 
250.00 	0.506 
249.00 	0.518 
248.00 	0.530 
247.00 	0.541 
246.00 	0.554 
245.00 	0.567 
244.00 	0.580 
243.00 	0.594 
242.00 	0.610 
241.00 	0.628 
240.00 	0.649 
239.00 	0.675 
238.00 	0.705 
237.00 	0.741 
236.00 	0.784 
235.00 	0.834 
234.00 	0.895 
233.00 	0.966 
232.00 	1.051 
231.00 	1.135 
230.00 	1.219 
229.00 	1.296 
228.00 	1.361 
227.00 	1.408 
226.00 	1.441 
225.00 	1.448 
224.00 	1.451 
223.00 	1.447 
222.00 	1.440 
221.00 	1.429 
220.00 	1.419 
219.00 	1.409 
218.00 	1.398 
217.00 	1.384 
216.00 	1.368 
215.00 	1.353 
214.00 	1.333 
213.00 	1.313 
212.00 	1.286 
211.00 	1.247 
210.00 	1.205 
209.00 	1.148 
208.00 	1.084 
207.00 	1.010 
206.00 	0.903 
205.00 	0.781 
204.00 	0.632 
203.00 	0.446 
202.00 	0.219 
201.00 	-0.039 
200.00 	-0.322 
199.00 	-0.540 
198.00 	-0.674 
197.00 	-0.693 
196.00 	-0.660 
195.00 	-0.555 
194.00 	-0.441 
193.00 	-0.328 
192.00 	-0.202 
191.00 	-0.076 
190.00 	0.062 
