
nm	Data
540.0	621.5
540.2	606.8
540.4	593.6
540.6	582.7
540.8	575.3
541.0	570.1
541.2	568.0
541.4	564.7
541.6	561.3
541.8	560.5
542.0	559.4
542.2	557.7
542.4	559.3
542.6	561.1
542.8	560.6
543.0	559.9
543.2	557.5
543.4	554.5
543.6	555.5
543.8	553.9
544.0	552.8
544.2	552.4
544.4	555.8
544.6	557.4
544.8	560.6
545.0	558.4
545.2	557.5
545.4	554.7
545.6	556.4
545.8	555.9
546.0	557.0
546.2	556.9
546.4	560.1
546.6	559.4
546.8	561.6
547.0	561.2
547.2	563.5
547.4	565.5
547.6	566.2
547.8	561.9
548.0	562.7
548.2	561.9
548.4	566.8
548.6	572.1
548.8	573.4
549.0	572.0
549.2	572.6
549.4	571.3
549.6	571.4
549.8	573.8
550.0	574.6
550.2	576.2
550.4	577.7
550.6	581.3
550.8	584.1
551.0	585.7
551.2	583.8
551.4	584.2
551.6	584.8
551.8	587.1
552.0	590.9
552.2	592.5
552.4	592.6
552.6	595.8
552.8	597.6
553.0	599.2
553.2	602.6
553.4	604.3
553.6	606.1
553.8	608.6
554.0	611.9
554.2	614.1
554.4	617.6
554.6	618.5
554.8	620.7
555.0	619.5
555.2	619.0
555.4	619.9
555.6	622.1
555.8	624.4
556.0	626.9
556.2	627.0
556.4	626.6
556.6	629.9
556.8	632.5
557.0	636.5
557.2	638.3
557.4	640.5
557.6	641.0
557.8	643.5
558.0	645.5
558.2	649.7
558.4	653.0
558.6	657.3
558.8	660.5
559.0	662.9
559.2	666.1
559.4	670.7
559.6	671.4
559.8	674.3
560.0	676.4
560.2	676.8
560.4	679.7
560.6	684.1
560.8	682.7
561.0	684.4
561.2	688.0
561.4	688.9
561.6	691.5
561.8	696.1
562.0	698.9
562.2	701.9
562.4	707.0
562.6	707.6
562.8	709.9
563.0	710.6
563.2	713.6
563.4	715.0
563.6	722.2
563.8	726.4
564.0	729.3
564.2	730.1
564.4	731.0
564.6	730.2
564.8	735.7
565.0	741.0
565.2	743.2
565.4	750.1
565.6	756.4
565.8	759.8
566.0	762.7
566.2	764.1
566.4	763.2
566.6	765.1
566.8	768.2
567.0	772.5
567.2	777.7
567.4	783.8
567.6	788.7
567.8	791.1
568.0	791.2
568.2	795.9
568.4	801.7
568.6	804.9
568.8	804.5
569.0	808.3
569.2	810.9
569.4	816.9
569.6	824.4
569.8	825.7
570.0	825.6
570.2	833.7
570.4	841.6
570.6	845.9
570.8	852.7
571.0	859.0
571.2	861.4
571.4	867.1
571.6	871.5
571.8	871.7
572.0	873.6
572.2	881.1
572.4	886.4
572.6	892.9
572.8	897.8
573.0	900.0
573.2	903.0
573.4	906.2
573.6	910.0
573.8	914.3
574.0	918.9
574.2	923.1
574.4	931.6
574.6	937.1
574.8	940.7
575.0	944.5
575.2	951.2
575.4	954.1
575.6	962.5
575.8	966.9
576.0	969.2
576.2	975.7
576.4	981.4
576.6	983.8
576.8	988.2
577.0	990.0
577.2	992.8
577.4	1001
577.6	1006
577.8	1012
578.0	1014
578.2	1019
578.4	1023
578.6	1027
578.8	1032
579.0	1035
579.2	1039
579.4	1046
579.6	1053
579.8	1062
580.0	1067
580.2	1070
580.4	1075
580.6	1078
580.8	1083
581.0	1090
581.2	1093
581.4	1095
581.6	1098
581.8	1107
582.0	1121
582.2	1130
582.4	1134
582.6	1134
582.8	1136
583.0	1142
583.2	1151
583.4	1155
583.6	1154
583.8	1152
584.0	1155
584.2	1160
584.4	1165
584.6	1173
584.8	1180
585.0	1183
585.2	1189
585.4	1197
585.6	1199
585.8	1205
586.0	1206
586.2	1209
586.4	1216
586.6	1224
586.8	1229
587.0	1230
587.2	1231
587.4	1236
587.6	1244
587.8	1250
588.0	1253
588.2	1258
588.4	1265
588.6	1272
