Sample:	'20211010A(EM)
File name:	B-NI 9.FDS
Run date:	'10:45:12, 06/20/2023
Operator:	Administrator
Comment:	'

Instrument
Model:	F-4700 FL Spectrophotometer
Serial number:	2019-001
ROM Version:	5J24010 00

Instrument parameters
Measurement type:	Wavelength scan
Scan mode:	Emission
Data mode:	Fluorescence
EX WL:	350.0 nm
EM  Start WL:	370.0 nm
EM  End WL:	700.0 nm
Scan speed:	1200 nm/min
Delay:	0.0 s
EX Slit:	10.0 nm
EM Slit:	10.0 nm
PMT Voltage:	312 V
Response:	0.002 s
Corrected spectra:	Off
Shutter control:	On

Processing performed
Savitsky-Golay smoothed
Smoothing order:	3
Number of points:	7
Number of times:	1

Peak integration
Integration method:	Rectangular
Sensitivity:	1
Threshold:	1.000

Peaks
No.	Start(nm)	Apex(nm)	End(nm)	Height(Data)	Valley(nm)	Valley(Data)
1	370.0	459.4	460.2	846.6	460.2	842.7
2	460.2	461.4	700.0	846.7	700.0	0.916

Data points
nm	Data
370.0	0.782
370.2	0.793
370.4	0.820
370.6	0.845
370.8	0.805
371.0	0.799
371.2	0.804
371.4	0.818
371.6	0.819
371.8	0.868
372.0	0.851
372.2	0.874
372.4	0.859
372.6	0.889
372.8	0.939
373.0	0.960
373.2	0.984
373.4	1.022
373.6	0.985
373.8	0.987
374.0	0.972
374.2	0.964
374.4	0.991
374.6	1.050
374.8	1.063
375.0	1.068
375.2	1.040
375.4	1.043
375.6	1.043
375.8	1.064
376.0	1.103
376.2	1.095
376.4	1.098
376.6	1.178
376.8	1.198
377.0	1.216
377.2	1.204
377.4	1.161
377.6	1.145
377.8	1.216
378.0	1.232
378.2	1.312
378.4	1.307
378.6	1.314
378.8	1.355
379.0	1.396
379.2	1.387
379.4	1.435
379.6	1.409
379.8	1.391
380.0	1.445
380.2	1.467
380.4	1.491
380.6	1.533
380.8	1.517
381.0	1.541
381.2	1.577
381.4	1.579
381.6	1.606
381.8	1.668
382.0	1.685
382.2	1.761
382.4	1.819
382.6	1.839
382.8	1.837
383.0	1.857
383.2	1.846
383.4	1.911
383.6	1.979
383.8	2.005
384.0	2.027
384.2	2.050
384.4	2.072
384.6	2.176
384.8	2.247
385.0	2.243
385.2	2.267
385.4	2.290
385.6	2.345
385.8	2.432
386.0	2.515
386.2	2.508
386.4	2.506
386.6	2.558
386.8	2.637
387.0	2.781
387.2	2.921
387.4	2.952
387.6	2.972
387.8	3.008
388.0	2.973
388.2	3.079
388.4	3.149
388.6	3.276
388.8	3.375
389.0	3.468
389.2	3.526
389.4	3.650
389.6	3.723
389.8	3.848
390.0	3.907
390.2	3.979
390.4	4.039
390.6	4.062
390.8	4.156
391.0	4.224
391.2	4.332
391.4	4.497
391.6	4.635
391.8	4.797
392.0	5.006
392.2	5.127
392.4	5.172
392.6	5.241
392.8	5.304
393.0	5.466
393.2	5.707
393.4	5.976
393.6	6.166
393.8	6.384
394.0	6.493
394.2	6.663
394.4	6.846
394.6	7.076
394.8	7.346
395.0	7.553
395.2	7.746
395.4	8.033
395.6	8.256
395.8	8.531
396.0	8.782
396.2	8.934
396.4	9.240
396.6	9.506
396.8	9.853
397.0	10.21
397.2	10.56
397.4	10.92
397.6	11.20
397.8	11.52
398.0	11.80
398.2	12.18
398.4	12.58
398.6	13.06
398.8	13.49
399.0	14.16
399.2	14.56
399.4	14.99
399.6	15.37
399.8	16.01
400.0	16.44
400.2	17.13
400.4	17.71
400.6	18.30
400.8	18.87
401.0	19.52
401.2	19.95
401.4	20.59
401.6	21.34
401.8	22.11
402.0	22.77
402.2	23.43
402.4	24.13
402.6	24.93
402.8	25.91
403.0	26.85
403.2	27.73
403.4	28.75
403.6	29.59
403.8	30.35
404.0	31.38
404.2	32.35
404.4	33.48
404.6	34.63
404.8	35.71
405.0	36.83
405.2	38.07
405.4	39.45
405.6	40.82
405.8	42.03
406.0	43.38
406.2	44.85
406.4	46.06
406.6	47.65
406.8	49.24
407.0	50.79
407.2	52.21
407.4	53.51
407.6	54.73
407.8	56.51
408.0	58.44
408.2	60.37
408.4	61.98
408.6	63.81
408.8	65.73
409.0	67.83
409.2	69.60
409.4	71.60
409.6	73.53
409.8	75.63
410.0	77.82
410.2	80.32
410.4	82.76
410.6	85.33
410.8	87.72
411.0	89.86
411.2	92.15
411.4	95.05
411.6	98.08
411.8	100.7
412.0	103.2
412.2	105.5
412.4	107.9
412.6	110.6
412.8	113.3
413.0	116.3
413.2	119.3
413.4	122.3
413.6	125.3
413.8	128.0
414.0	130.9
414.2	134.6
414.4	138.0
414.6	141.5
414.8	145.0
415.0	148.2
415.2	151.5
415.4	155.3
415.6	158.7
415.8	162.0
416.0	165.8
416.2	169.5
416.4	172.9
416.6	177.0
416.8	180.5
417.0	183.9
417.2	187.7
417.4	191.9
417.6	195.6
417.8	200.0
418.0	204.0
418.2	208.1
418.4	211.9
418.6	216.4
418.8	220.3
419.0	224.2
419.2	228.3
419.4	233.1
419.6	237.5
419.8	242.4
420.0	246.9
420.2	251.4
420.4	256.2
420.6	261.1
420.8	265.5
421.0	269.1
421.2	273.0
421.4	277.1
421.6	282.3
421.8	287.7
422.0	293.0
422.2	297.3
422.4	302.3
422.6	305.8
422.8	310.5
423.0	314.9
423.2	319.4
423.4	323.9
423.6	329.6
423.8	335.0
424.0	340.3
424.2	344.7
424.4	349.0
424.6	353.1
424.8	358.4
425.0	363.9
425.2	369.5
425.4	375.1
425.6	380.3
425.8	385.1
426.0	389.9
426.2	394.3
426.4	398.5
426.6	403.0
426.8	408.5
427.0	414.5
427.2	419.7
427.4	426.3
427.6	430.8
427.8	435.4
428.0	439.1
428.2	442.8
428.4	445.9
428.6	452.1
428.8	457.8
429.0	464.2
429.2	469.1
429.4	474.7
429.6	479.1
429.8	484.4
430.0	490.1
430.2	496.3
430.4	500.8
430.6	505.1
430.8	508.4
431.0	511.7
431.2	516.6
431.4	521.3
431.6	525.5
431.8	529.6
432.0	534.3
432.2	540.1
432.4	545.9
432.6	550.8
432.8	555.2
433.0	558.8
433.2	562.5
433.4	567.5
433.6	570.9
433.8	576.1
434.0	580.8
434.2	585.1
434.4	589.4
434.6	593.7
434.8	596.3
435.0	600.9
435.2	604.7
435.4	608.5
435.6	613.3
435.8	618.3
436.0	622.8
436.2	627.2
436.4	630.7
436.6	634.0
436.8	638.0
437.0	641.3
437.2	645.0
437.4	647.3
437.6	650.2
437.8	653.6
438.0	657.4
438.2	660.8
438.4	665.4
438.6	668.9
438.8	672.4
439.0	676.8
439.2	680.8
439.4	683.4
439.6	686.8
439.8	690.3
440.0	693.1
440.2	697.1
440.4	700.1
440.6	701.8
440.8	705.3
441.0	710.1
441.2	714.4
441.4	717.9
441.6	720.8
441.8	722.8
442.0	726.5
442.2	730.1
442.4	733.2
442.6	735.2
442.8	738.4
443.0	740.9
443.2	742.8
443.4	744.2
443.6	745.7
443.8	747.1
444.0	750.4
444.2	752.6
444.4	754.9
444.6	757.2
444.8	758.6
445.0	760.3
445.2	764.5
445.4	768.6
445.6	772.1
445.8	775.2
446.0	776.2
446.2	777.6
446.4	779.5
446.6	781.8
446.8	781.9
447.0	784.0
447.2	785.4
447.4	788.3
447.6	790.5
447.8	793.1
448.0	794.8
448.2	797.5
448.4	799.9
448.6	801.5
448.8	801.9
449.0	802.0
449.2	803.0
