nm    	Abs   
300.00 	0.211 
299.00 	0.217 
298.00 	0.223 
297.00 	0.230 
296.00 	0.236 
295.00 	0.242 
294.00 	0.247 
293.00 	0.251 
292.00 	0.255 
291.00 	0.259 
290.00 	0.261 
289.00 	0.264 
288.00 	0.266 
287.00 	0.268 
286.00 	0.270 
285.00 	0.271 
284.00 	0.271 
283.00 	0.272 
282.00 	0.273 
281.00 	0.275 
280.00 	0.276 
279.00 	0.277 
278.00 	0.281 
277.00 	0.287 
276.00 	0.295 
275.00 	0.302 
274.00 	0.300 
273.00 	0.291 
272.00 	0.284 
271.00 	0.285 
270.00 	0.291 
269.00 	0.297 
268.00 	0.299 
267.00 	0.297 
266.00 	0.293 
265.00 	0.291 
264.00 	0.290 
263.00 	0.290 
262.00 	0.290 
261.00 	0.289 
260.00 	0.289 
259.00 	0.288 
258.00 	0.287 
257.00 	0.288 
256.00 	0.289 
255.00 	0.293 
254.00 	0.298 
253.00 	0.303 
252.00 	0.309 
251.00 	0.317 
250.00 	0.326 
249.00 	0.335 
248.00 	0.346 
247.00 	0.357 
246.00 	0.368 
245.00 	0.380 
244.00 	0.391 
243.00 	0.401 
242.00 	0.409 
241.00 	0.416 
240.00 	0.421 
239.00 	0.424 
238.00 	0.424 
237.00 	0.423 
236.00 	0.419 
235.00 	0.415 
234.00 	0.407 
233.00 	0.398 
232.00 	0.387 
231.00 	0.374 
230.00 	0.362 
229.00 	0.348 
228.00 	0.336 
227.00 	0.324 
226.00 	0.312 
225.00 	0.304 
224.00 	0.299 
223.00 	0.298 
222.00 	0.301 
221.00 	0.312 
220.00 	0.328 
219.00 	0.352 
218.00 	0.380 
217.00 	0.415 
216.00 	0.450 
215.00 	0.486 
214.00 	0.519 
213.00 	0.549 
212.00 	0.563 
211.00 	0.567 
210.00 	0.554 
209.00 	0.527 
208.00 	0.481 
207.00 	0.418 
206.00 	0.331 
205.00 	0.221 
204.00 	0.083 
203.00 	-0.087 
202.00 	-0.309 
201.00 	-0.559 
200.00 	-0.828 
199.00 	-1.050 
198.00 	-1.173 
197.00 	-1.176 
196.00 	-1.140 
195.00 	-1.014 
194.00 	-0.902 
193.00 	-0.767 
192.00 	-0.626 
191.00 	-0.465 
190.00 	-0.299 
